"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","OID_","BLUE","ACRES","REL_PERCENT","annual_dist_acres"
"712","Alternative Succession","13620_51_63_64_65_66",0.0008822,"Laurentian-Acadian Northern Pine(-Oak) Forest",1486,0.74902,26090,0,23.016598
"713","Alternative Succession","13620_51_63_64_65_66",0.0008822,"Laurentian-Acadian Northern Pine(-Oak) Forest",1544,0.74902,151,0,0.1332122
"714","Alternative Succession","13630_47_53",0.0105336,"Central Interior Highlands Dry Acidic Glade and Barrens",1640,0,141466,0.1,1490.1462576
"715","Alternative Succession","13640_32_44_49",0.012433,"Ozark-Ouachita Dry Oak Woodland",1585,0,84954,0,1056.233082
"716","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1158,0.447059,2895201,1.1,3962.9511288
"717","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1132,0.447059,232522,0.1,318.2761136
"718","Alternative Succession","13651_40_41_50",0.0013688,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1212,0.447059,25448,0,34.8332224
"719","Alternative Succession","13651_51",0.0022104,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1185,0.447059,1268936,0.5,2804.8561344
"720","Alternative Succession","13652_41",0.0016886,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1159,0.27451,565051,0.2,954.1451186
"721","Alternative Succession","13652_51",0.0013544,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1186,0.27451,737847,0.3,999.3399768
"722","Alternative Succession","13680_46_48_54_57_59_60_61",0.0085764,"Southern Piedmont Dry Oak(-Pine) Forest",1412,1,3617,0,31.0208388
"723","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1457,0.862745,2193930,0.8,10785.35988
"724","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1510,0.862745,1628070,0.6,8003.59212
"725","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1488,0.862745,1018875,0.4,5008.7895
"726","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1413,0.862745,726646,0.3,3572.191736
"727","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1444,0.862745,625533,0.2,3075.120228
"728","Alternative Succession","13690_60_61_63_64_65_66",0.004916,"Central Appalachian Dry Oak-Pine Forest",1546,0.862745,7,0,0.034412
"729","Alternative Succession","13700_53_61_62",0.0064364,"Appalachian (Hemlock-)Northern Hardwood Forest",1445,0.568627,963320,0.4,6200.312848
"730","Alternative Succession","13700_53_61_62",0.0064364,"Appalachian (Hemlock-)Northern Hardwood Forest",1476,0.568627,55812,0,359.2283568
"731","Alternative Succession","13700_53_61_62",0.0064364,"Appalachian (Hemlock-)Northern Hardwood Forest",1571,0.568627,5168,0,33.2633152
"732","Alternative Succession","13700_60_63_64_65_66",0.0063324,"Appalachian (Hemlock-)Northern Hardwood Forest",1458,0.568627,4960184,1.8,31409.8691616
"733","Alternative Succession","13700_60_63_64_65_66",0.0063324,"Appalachian (Hemlock-)Northern Hardwood Forest",1511,0.568627,1001511,0.4,6341.9682564
"734","Alternative Succession","13700_60_63_64_65_66",0.0063324,"Appalachian (Hemlock-)Northern Hardwood Forest",1489,0.568627,412219,0.2,2610.3355956
"735","Alternative Succession","13700_60_63_64_65_66",0.0063324,"Appalachian (Hemlock-)Northern Hardwood Forest",1414,0.568627,223134,0.1,1412.9737416
"736","Alternative Succession","13730_63_64",0.0013952,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1512,0.392157,177590,0.1,247.773568
"737","Alternative Succession","13730_63_64",0.0013952,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1459,0.392157,5925,0,8.26656
"738","Alternative Succession","13730_65_66",0.0019552,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1490,0.392157,1778,0,3.4763456
"739","Alternative Succession","13730_65_66",0.0019552,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1548,0.392157,556,0,1.0870912
"740","Alternative Succession","13740_64_65_66",0.0023076,"Acadian-Appalachian Montane Spruce-Fir Forest",1513,0.709804,1248922,0.5,2882.0124072
"741","Alternative Succession","13740_64_65_66",0.0023076,"Acadian-Appalachian Montane Spruce-Fir Forest",1491,0.709804,4138,0,9.5488488
"742","Alternative Succession","13740_64_65_66",0.0023076,"Acadian-Appalachian Montane Spruce-Fir Forest",1549,0.709804,0,0,0
"743","Alternative Succession","13750_60",0.002411,"Eastern Serpentine Woodland",1415,0.388235,1,0,0.002411
"744","Alternative Succession","13760_48_53_57_61",0.0059874,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",1446,0.478431,31,0,0.1856094
"745","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1514,0.301961,180829,0.1,14839.551056
"746","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1416,0.301961,16323,0,1339.530672
"747","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1447,0.301961,3226,0,264.738464
"748","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1460,0.301961,13642,0,1119.517088
"749","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1492,0.301961,93765,0,7694.73096
"750","Alternative Succession","13770_60_61_63_64_65_66",0.082064,"Central Appalachian Pine-Oak Rocky Woodland",1550,0.301961,16,0,1.313024
"751","Alternative Succession","13790_60_65",0.0061118,"Northern Atlantic Coastal Plain Maritime Forest",1417,0.701961,7438,0,45.4595684
"752","Alternative Succession","13790_60_65",0.0061118,"Northern Atlantic Coastal Plain Maritime Forest",1493,0.701961,2298,0,14.0449164
"753","Alternative Succession","13940_39_40_41",0.0012218,"North-Central Interior Oak Savanna",1161,0.541176,1981375,0.7,2420.843975
"754","Alternative Succession","13940_39_40_41",0.0012218,"North-Central Interior Oak Savanna",1214,0.541176,251422,0.1,307.1873996
"755","Alternative Succession","13940_39_40_41",0.0012218,"North-Central Interior Oak Savanna",1230,0.541176,36489,0,44.5822602
"756","Alternative Succession","13940_42",0.0011768,"North-Central Interior Oak Savanna",1683,0.541176,51164,0,60.2097952
"757","Alternative Succession","13940_44_49",0.0010606,"North-Central Interior Oak Savanna",1586,0.541176,18632,0,19.7610992
"758","Alternative Succession","13940_44_49",0.0010606,"North-Central Interior Oak Savanna",1706,0.541176,1,0,0.0010606
"759","Alternative Succession","13940_50_51",0.0043678,"North-Central Interior Oak Savanna",1134,0.541176,7351216,2.7,32108.6412448
"760","Alternative Succession","13940_50_51",0.0043678,"North-Central Interior Oak Savanna",1188,0.541176,276944,0.1,1209.6360032
"761","Alternative Succession","13940_52",0.0010914,"North-Central Interior Oak Savanna",1530,0.541176,414181,0.2,452.0371434
"762","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1162,0.690196,556342,0.2,745.3870116
"763","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1531,0.690196,361708,0.1,484.6163784
"764","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1587,0.690196,370,0,0.495726
"765","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1605,0.690196,7,0,0.0093786
"766","Alternative Succession","13950_41_42_43_49_52",0.0013398,"North-Central Oak Barrens",1684,0.690196,4487,0,6.0116826
"767","Alternative Succession","13950_50",0.0051966,"North-Central Oak Barrens",1135,0.690196,662283,0.2,3441.6198378
"768","Alternative Succession","13950_51",0.0010198,"North-Central Oak Barrens",1189,0.690196,1693986,0.6,1727.5269228
"769","Alternative Succession","14000_60_61",2.67e-06,"Central Appalachian Alkaline Glade and Woodland",1418,0.898039,9176,0,0.02449992
"770","Alternative Succession","14000_60_61",2.67e-06,"Central Appalachian Alkaline Glade and Woodland",1448,0.898039,41441,0,0.11064747
"771","Alternative Succession","14000_63",3.14e-06,"Central Appalachian Alkaline Glade and Woodland",1461,0.898039,3995,0,0.0125443
"772","Alternative Succession","14000_64",2.89e-06,"Central Appalachian Alkaline Glade and Woodland",1516,0.898039,251,0,0.00072539
"773","Alternative Succession","14010_43_44_47_48_53",0.002915,"Central Interior Highlands Calcareous Glade and Barrens",1641,0.078431,371289,0.1,1082.307435
"774","Alternative Succession","14010_43_44_47_48_53",0.002915,"Central Interior Highlands Calcareous Glade and Barrens",1573,0.078431,4994,0,14.55751
"775","Alternative Succession","14010_43_44_47_48_53",0.002915,"Central Interior Highlands Calcareous Glade and Barrens",1606,0.078431,0,0,0
"776","Alternative Succession","14010_49",0.0028594,"Central Interior Highlands Calcareous Glade and Barrens",1588,0.078431,45350,0,129.67379
"777","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1190,0,1044271,0.4,292.39588
"778","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1136,0,437227,0.2,122.42356
"779","Alternative Succession","14071_41_50_51",0.00028,"Laurentian Pine-Oak Barrens",1163,0,110777,0,31.01756
"780","Alternative Succession","14090_50_64",0.0012928,"Great Lakes Alvar",1138,0.458824,15534,0,20.0823552
"781","Alternative Succession","14090_50_64",0.0012928,"Great Lakes Alvar",1517,0.458824,3006,0,3.8861568
"782","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1139,0.615686,489028,0.2,3972.863472
"783","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1165,0.615686,670963,0.2,5450.903412
"784","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1231,0.615686,437037,0.2,3550.488588
"785","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1193,0.615686,148278,0.1,1204.610472
"786","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1215,0.615686,380824,0.1,3093.814176
"787","Alternative Succession","14120_39_40_41_42_43_50_51",0.008124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1685,0.615686,41899,0,340.387476
"788","Alternative Succession","14120_49",0.0081176,"North-Central Interior Sand and Gravel Tallgrass Prairie",1590,0.615686,20239,0,164.2921064
"789","Alternative Succession","14120_52",0.0080308,"North-Central Interior Sand and Gravel Tallgrass Prairie",1533,0.615686,51734,0,415.4654072
"790","Alternative Succession","14130_47",0.022867,"Bluegrass Savanna and Woodland",1642,0.580392,14668,0,335.413156
"791","Alternative Succession","14180_47",0.000834,"Pennyroyal Karst Plain Prairie and Barrens",1643,0.541176,782,0,0.652188
"792","Alternative Succession","14200_41",0.0059012,"Northern Tallgrass Prairie",1166,0.113725,2364096,0.9,13951.0033152
"793","Alternative Succession","14210_31_38_42_43_44_50_51",0.0058724,"Central Tallgrass Prairie",1140,0.768627,1665377,0.6,9779.7598948
"794","Alternative Succession","14210_31_38_42_43_44_50_51",0.0058724,"Central Tallgrass Prairie",1687,0.768627,1014915,0.4,5959.986846
"795","Alternative Succession","14210_31_38_42_43_44_50_51",0.0058724,"Central Tallgrass Prairie",1194,0.768627,139142,0.1,817.0974808
"796","Alternative Succession","14210_31_38_42_43_44_50_51",0.0058724,"Central Tallgrass Prairie",1608,0.768627,39,0,0.2290236
"797","Alternative Succession","14210_49_52",0.0059384,"Central Tallgrass Prairie",1591,0.768627,22339347,8.2,132659.9782248
"798","Alternative Succession","14210_49_52",0.0059384,"Central Tallgrass Prairie",1534,0.768627,355816,0.1,2112.9777344
"799","Alternative Succession","14360_60",0.0096162,"Northern Atlantic Coastal Plain Dune and Swale",1419,0.341176,838,0,8.0583756
"800","Alternative Succession","14360_65_66",0.007633,"Northern Atlantic Coastal Plain Dune and Swale",1494,0.341176,20363,0,155.430779
"801","Alternative Succession","14570_47_48",0.0176034,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1645,0.14902,1535,0,27.021219
"802","Alternative Succession","14690_31_39_40_43",0.012826,"Eastern Great Plains Floodplain Systems",1233,0.745098,473938,0.2,6078.728788
"803","Alternative Succession","14690_31_39_40_43",0.012826,"Eastern Great Plains Floodplain Systems",1217,0.745098,94725,0,1214.94285
"804","Alternative Succession","14690_31_39_40_43",0.012826,"Eastern Great Plains Floodplain Systems",1610,0.745098,25,0,0.32065
"805","Alternative Succession","14690_38_42_49",0.012811,"Eastern Great Plains Floodplain Systems",1594,0.745098,98813,0,1265.893343
"806","Alternative Succession","14690_38_42_49",0.012811,"Eastern Great Plains Floodplain Systems",1688,0.745098,133035,0,1704.311385
"807","Alternative Succession","14710_47_48_53_54_57_59_60_61_63",0.0083988,"Central Interior and Appalachian Floodplain Systems",1646,0.690196,1498137,0.5,12582.5530356
"808","Alternative Succession","14710_47_48_53_54_57_59_60_61_63",0.0083988,"Central Interior and Appalachian Floodplain Systems",1449,0.690196,286330,0.1,2404.828404
"809","Alternative Succession","14710_47_48_53_54_57_59_60_61_63",0.0083988,"Central Interior and Appalachian Floodplain Systems",1462,0.690196,260618,0.1,2188.8784584
"810","Alternative Succession","14710_47_48_53_54_57_59_60_61_63",0.0083988,"Central Interior and Appalachian Floodplain Systems",1423,0.690196,34462,0,289.4394456
"811","Alternative Succession","14710_47_48_53_54_57_59_60_61_63",0.0083988,"Central Interior and Appalachian Floodplain Systems",1574,0.690196,84438,0,709.1778744
"812","Alternative Succession","14710_64_65",0.008245,"Central Interior and Appalachian Floodplain Systems",1518,0.690196,479914,0.2,3956.89093
"813","Alternative Succession","14710_64_65",0.008245,"Central Interior and Appalachian Floodplain Systems",1495,0.690196,23490,0,193.67505
"814","Alternative Succession","14740_46_47_48_55_56_58_60_99",0.0069354,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",1426,0.921569,4047,0,28.0675638
"815","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1174,0.078431,579373,0.2,7267.075539
"816","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1149,0.078431,294152,0.1,3689.548536
"817","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1692,0.078431,36677,0,460.039611
"818","Alternative Succession","14930_41_42_44_50",0.012543,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1720,0.078431,1,0,0.012543
"819","Alternative Succession","14930_52_62",0.0123118,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1538,0.078431,171994,0.1,2117.5557292
"820","Alternative Succession","14930_52_62",0.0123118,"Central Interior and Appalachian Shrub-Herbaceous Wetland Systems",1480,0.078431,15730,0,193.664614
"821","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1175,0.419608,982445,0.4,12082.10861
"822","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1150,0.419608,210152,0.1,2584.449296
"823","Alternative Succession","14940_41_50_51",0.012298,"Laurentian-Acadian Shrub-Herbaceous Wetland Systems",1203,0.419608,2761,0,33.954778
"824","Alternative Succession","15090_45_47",0.000186,"Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest",1652,0.321569,128,0,0.023808
"825","Alternative Succession","15170_42_49_50",0.0028152,"Paleozoic Plateau Bluff and Talus",1151,0,1135860,0.4,3197.673072
"826","Alternative Succession","15170_42_49_50",0.0028152,"Paleozoic Plateau Bluff and Talus",1597,0,823,0,2.3169096
"827","Alternative Succession","15170_42_49_50",0.0028152,"Paleozoic Plateau Bluff and Talus",1693,0,39753,0,111.9126456
"828","Competition or Maintenance","13530_47",0.0047582,"Southern Appalachian Low-Elevation Pine Forest",1638,0.380392,15471,0,73.6141122
"829","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1184,0.74902,3184171,1.2,7962.9748368
"830","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1508,0.74902,832590,0.3,2082.141072
"831","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1455,0.74902,38521,0,96.3333168
"832","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1486,0.74902,26090,0,65.245872
"833","Competition or Maintenance","13620_51_63_64_65_66",0.0025008,"Laurentian-Acadian Northern Pine(-Oak) Forest",1544,0.74902,151,0,0.3776208
"834","Competition or Maintenance","14740_46_47_48_55_56_58_60_99",0.0052564,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",1426,0.921569,4047,0,21.2726508
"835","Insect or Disease","13010_40",0.0115426,"Boreal Aspen-Birch Forest",1208,0.219608,81593,0,941.7953618
"836","Insect or Disease","13060_47_48",0.0008748,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",1630,0.670588,26,0,0.0227448
"837","Insect or Disease","13150_48_53_57_59_61",0.0013332,"Southern Appalachian Oak Forest",1433,0.760784,0,0,0
"838","Insect or Disease","13150_48_53_57_59_61",0.0013332,"Southern Appalachian Oak Forest",1564,0.760784,13548,0,18.0621936
"839","Insect or Disease","13160_60",0.0028052,"Southern Piedmont Mesic Forest",1403,0.490196,433,0,1.2146516
"840","Insect or Disease","13170_57_61",0.0027966,"Allegheny-Cumberland Dry Oak Forest and Woodland",1435,0.580392,249512,0.1,697.7852592
"841","Insect or Disease","13180_48_53",0.001037,"Southern and Central Appalachian Cove Forest",1566,1,5707,0,5.918159
"842","Insect or Disease","13180_57_59_61",0.0038112,"Southern and Central Appalachian Cove Forest",1436,1,47204,0,179.9038848
"843","Insect or Disease","13200_48_57_61",0.0020006,"Central and Southern Appalachian Montane Oak Forest",1437,0.705882,15681,0,31.3714086
"844","Insect or Disease","13210_47_48_53_57",0.0023292,"South-Central Interior Mesophytic Forest",1634,0.580392,3319265,1.2,7731.232038
"845","Insect or Disease","13210_47_48_53_57",0.0023292,"South-Central Interior Mesophytic Forest",1567,0.580392,656973,0.2,1530.2215116
"846","Insect or Disease","13210_61_63",0.0024756,"South-Central Interior Mesophytic Forest",1438,0.580392,892125,0.3,2208.54465
"847","Insect or Disease","13210_61_63",0.0024756,"South-Central Interior Mesophytic Forest",1454,0.580392,3063,0,7.5827628
"848","Insect or Disease","13240_60_65_66",8.4e-05,"Northern Atlantic Coastal Plain Hardwood Forest",1484,0.352941,582464,0.2,48.926976
"849","Insect or Disease","13240_60_65_66",8.4e-05,"Northern Atlantic Coastal Plain Hardwood Forest",1404,0.352941,72728,0,6.109152
"850","Insect or Disease","13260_47",0.0044974,"South-Central Interior/Upper Coastal Plain Flatwoods",1636,0.14902,22154,0,99.6353996
"851","Insect or Disease","13500_61",0.0039008,"Central and Southern Appalachian Spruce-Fir Forest",1440,0.709804,169,0,0.6592352
"852","Insect or Disease","13520_53_54_57_59_60_61",0.0108874,"Southern Appalachian Montane Pine Forest and Woodland",1408,0.772549,476,0,5.1824024
"853","Insect or Disease","13520_53_54_57_59_60_61",0.0108874,"Southern Appalachian Montane Pine Forest and Woodland",1441,0.772549,2123,0,23.1139502
"854","Insect or Disease","13530_46_48_53_54_57_59_60_61",0.0028882,"Southern Appalachian Low-Elevation Pine Forest",1569,0.380392,5,0,0.014441
"855","Insect or Disease","13530_47",0.0004932,"Southern Appalachian Low-Elevation Pine Forest",1638,0.380392,15471,0,7.6302972
"856","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1158,0.447059,2895201,1.1,59950.927107
"857","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1132,0.447059,232522,0.1,4814.833054
"858","Insect or Disease","13651_40_41_50",0.020707,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1212,0.447059,25448,0,526.951736
"859","Insect or Disease","13651_51",0.011187,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1185,0.447059,1268936,0.5,14195.587032
"860","Insect or Disease","13652_41",0.0148872,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1159,0.27451,565051,0.2,8412.0272472
"861","Insect or Disease","13652_51",0.0132968,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1186,0.27451,737847,0.3,9811.0039896
"862","Insect or Disease","13653_41",0.0147298,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1160,0.568627,3283653,1.2,48367.5519594
"863","Insect or Disease","13680_46_48_54_57_59_60_61",0.001712,"Southern Piedmont Dry Oak(-Pine) Forest",1412,1,3617,0,6.192304
"864","Insect or Disease","13730_63_64",0.000397,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1512,0.392157,177590,0.1,70.50323
"865","Insect or Disease","13730_63_64",0.000397,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1459,0.392157,5925,0,2.352225
"866","Insect or Disease","13730_65_66",0.0005088,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1490,0.392157,1778,0,0.9046464
"867","Insect or Disease","13730_65_66",0.0005088,"Acadian Low-Elevation Spruce-Fir-Hardwood Forest",1548,0.392157,556,0,0.2828928
"868","Insect or Disease","13740_64_65_66",0.0006634,"Acadian-Appalachian Montane Spruce-Fir Forest",1513,0.709804,1248922,0.5,828.5348548
"869","Insect or Disease","13740_64_65_66",0.0006634,"Acadian-Appalachian Montane Spruce-Fir Forest",1491,0.709804,4138,0,2.7451492
"870","Insect or Disease","13740_64_65_66",0.0006634,"Acadian-Appalachian Montane Spruce-Fir Forest",1549,0.709804,0,0,0
"871","Insect or Disease","13760_48_53_57_61",0.0004254,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",1446,0.478431,31,0,0.0131874
"872","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1514,0.301961,180829,0.1,1356.579158
"873","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1416,0.301961,16323,0,122.455146
"874","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1447,0.301961,3226,0,24.201452
"875","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1460,0.301961,13642,0,102.342284
"876","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1492,0.301961,93765,0,703.42503
"877","Insect or Disease","13770_60_61_63_64_65_66",0.007502,"Central Appalachian Pine-Oak Rocky Woodland",1550,0.301961,16,0,0.120032
"878","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1162,0.690196,556342,0.2,119.3909932
"879","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1531,0.690196,361708,0.1,77.6225368
"880","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1587,0.690196,370,0,0.079402
"881","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1605,0.690196,7,0,0.0015022
"882","Insect or Disease","13950_41_42_43_49_52",0.0002146,"North-Central Oak Barrens",1684,0.690196,4487,0,0.9629102
"883","Insect or Disease","13950_50",0.0002214,"North-Central Oak Barrens",1135,0.690196,662283,0.2,146.6294562
"884","Insect or Disease","13950_51",0.0002332,"North-Central Oak Barrens",1189,0.690196,1693986,0.6,395.0375352
"885","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1164,0.392157,2456590,0.9,2496.386758
"886","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1137,0.392157,232899,0.1,236.6719638
"887","Insect or Disease","14072_41_50_51",0.0010162,"Laurentian Pine-Oak Barrens - Jack Pine",1191,0.392157,136080,0,138.284496
"888","Insect or Disease","14130_47",0.0003652,"Bluegrass Savanna and Woodland",1642,0.580392,14668,0,5.3567536
"889","Insect or Disease","14570_47_48",0.0059782,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1645,0.14902,1535,0,9.176537
"890","Insect or Disease","14710_47_48_53_54_57_59_60_61_63",0.0030758,"Central Interior and Appalachian Floodplain Systems",1646,0.690196,1498137,0.5,4607.9697846
"891","Insect or Disease","14710_47_48_53_54_57_59_60_61_63",0.0030758,"Central Interior and Appalachian Floodplain Systems",1449,0.690196,286330,0.1,880.693814
"892","Insect or Disease","14710_47_48_53_54_57_59_60_61_63",0.0030758,"Central Interior and Appalachian Floodplain Systems",1462,0.690196,260618,0.1,801.6088444
"893","Insect or Disease","14710_47_48_53_54_57_59_60_61_63",0.0030758,"Central Interior and Appalachian Floodplain Systems",1423,0.690196,34462,0,105.9982196
"894","Insect or Disease","14710_47_48_53_54_57_59_60_61_63",0.0030758,"Central Interior and Appalachian Floodplain Systems",1574,0.690196,84438,0,259.7144004
"895","Insect or Disease","14710_64_65",0.0029834,"Central Interior and Appalachian Floodplain Systems",1518,0.690196,479914,0.2,1431.7754276
"896","Insect or Disease","14710_64_65",0.0029834,"Central Interior and Appalachian Floodplain Systems",1495,0.690196,23490,0,70.080066
"897","Insect or Disease","14730_45_46_47_98_99",0.0021508,"Gulf and Atlantic Coastal Plain Floodplain Systems",1120,0.803922,1116,0,2.4002928
"898","Insect or Disease","14730_45_46_47_98_99",0.0021508,"Gulf and Atlantic Coastal Plain Floodplain Systems",1648,0.803922,207,0,0.4452156
"899","Insect or Disease","14730_55_58_60",0.0021858,"Gulf and Atlantic Coastal Plain Floodplain Systems",1425,0.803922,13850,0,30.27333
"900","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1170,0.541176,4498421,1.6,7374.7113874
"901","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1145,0.541176,2018444,0.7,3309.0370936
"902","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1199,0.541176,1391795,0.5,2281.708723
"903","Insect or Disease","14770_40_41_50_51",0.0016394,"Boreal Acidic Peatland Systems",1218,0.541176,583076,0.2,955.8947944
"904","Insect or Disease","14770_63_64_65_66",0.0018098,"Boreal Acidic Peatland Systems",1465,0.541176,14136,0,25.5833328
"905","Insect or Disease","14770_63_64_65_66",0.0018098,"Boreal Acidic Peatland Systems",1498,0.541176,2842,0,5.1434516
"906","Insect or Disease","14770_63_64_65_66",0.0018098,"Boreal Acidic Peatland Systems",1521,0.541176,60209,0,108.9662482
"907","Insect or Disease","14800_45_98",0.0009416,"Gulf and Atlantic Coastal Plain Swamp Systems",1122,0.701961,473,0,0.4453768
"908","Insect or Disease","15090_45_47",0.0027516,"Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest",1652,0.321569,128,0,0.3522048
"909","Mixed Fire","11620_31_39_40",0.010506,"Western Great Plains Floodplain Systems",1207,0.803922,139,0,1.460334
"910","Mixed Fire","13030_60",0.0586204,"Northeastern Interior Dry-Mesic Oak Forest",1402,0.392157,1981434,0.7,116152.4536536
"911","Mixed Fire","13030_61_63_64_65_66",0.0422056,"Northeastern Interior Dry-Mesic Oak Forest",1432,0.392157,7523215,2.8,317521.803004
