"","TransitionGroupID","Model_Code","annual_probability","BpS_Name","OID_","BLUE","ACRES","REL_PERCENT","annual_dist_acres"
"1474","Non Replacement Fire","13030_61_63_64_65_66",0.1578896,"Northeastern Interior Dry-Mesic Oak Forest",1453,0.392157,136752,0.1,21591.7185792
"1475","Non Replacement Fire","13030_61_63_64_65_66",0.1578896,"Northeastern Interior Dry-Mesic Oak Forest",1483,0.392157,142979,0.1,22574.8971184
"1476","Non Replacement Fire","13030_61_63_64_65_66",0.1578896,"Northeastern Interior Dry-Mesic Oak Forest",1506,0.392157,292572,0.1,46194.0760512
"1477","Non Replacement Fire","13030_62",0.1489232,"Northeastern Interior Dry-Mesic Oak Forest",1471,0.392157,7403035,2.7,1102483.661912
"1478","Non Replacement Fire","13040_32_43_44_49",0.0807844,"Ozark-Ouachita Dry-Mesic Oak Forest",1577,0,98092,0,7924.3033648
"1479","Non Replacement Fire","13050_47_48",0.051684,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1629,0.129412,1943239,0.7,100434.364476
"1480","Non Replacement Fire","13050_49",0.1200074,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1578,0.129412,175324,0.1,21040.1773976
"1481","Non Replacement Fire","13050_53",0.0647046,"Southern Interior Low Plateau Dry-Mesic Oak Forest",1562,0.129412,10619,0,687.0981474
"1482","Non Replacement Fire","13060_47_48",0.11703,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",1630,0.670588,26,0,3.04278
"1483","Non Replacement Fire","13100_38_42_43",0.0328918,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1679,0.870588,2002513,0.7,65866.2570934
"1484","Non Replacement Fire","13100_38_42_43",0.0328918,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1601,0.870588,4,0,0.1315672
"1485","Non Replacement Fire","13100_39",0.044694,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1225,0.870588,59546,0,2661.348924
"1486","Non Replacement Fire","13100_41_62",0.0614926,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1154,0.870588,1587484,0.6,97618.5186184
"1487","Non Replacement Fire","13100_41_62",0.0614926,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1472,0.870588,413161,0.2,25406.3441086
"1488","Non Replacement Fire","13100_44_50",0.0335714,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1128,0.870588,569083,0.2,19104.9130262
"1489","Non Replacement Fire","13100_44_50",0.0335714,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1696,0.870588,2,0,0.0671428
"1490","Non Replacement Fire","13100_47",0.1015996,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1632,0.870588,240615,0.1,24446.387754
"1491","Non Replacement Fire","13100_49",0.0656992,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1579,0.870588,12132414,4.4,797089.8938688
"1492","Non Replacement Fire","13100_51",0.101509,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1179,0.870588,1965862,0.7,199552.685758
"1493","Non Replacement Fire","13100_52",0.0643914,"North-Central Interior Dry-Mesic Oak Forest and Woodland",1527,0.870588,5467763,2,352076.9144382
"1494","Non Replacement Fire","13110_39",0.065382,"North-Central Interior Dry Oak Forest and Woodland",1226,0.560784,7828,0,511.810296
"1495","Non Replacement Fire","13110_42_43",0.1015398,"North-Central Interior Dry Oak Forest and Woodland",1680,0.560784,40489,0,4111.2449622
"1496","Non Replacement Fire","13110_44",0.0620066,"North-Central Interior Dry Oak Forest and Woodland",1697,0.560784,163,0,10.1070758
"1497","Non Replacement Fire","13110_49",0.0998726,"North-Central Interior Dry Oak Forest and Woodland",1580,0.560784,332802,0.1,33237.8010252
"1498","Non Replacement Fire","13110_50",0.061315,"North-Central Interior Dry Oak Forest and Woodland",1129,0.560784,60942,0,3736.65873
"1499","Non Replacement Fire","13110_51",0.1031328,"North-Central Interior Dry Oak Forest and Woodland",1180,0.560784,718800,0.3,74131.85664
"1500","Non Replacement Fire","13110_52",0.0990554,"North-Central Interior Dry Oak Forest and Woodland",1528,0.560784,1310356,0.5,129797.8377224
"1501","Non Replacement Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1181,0.172549,6839766,2.5,8400.6006012
"1502","Non Replacement Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1633,0.172549,1645306,0.6,2020.7648292
"1503","Non Replacement Fire","13130_47_50_51",0.0012282,"North-Central Interior Beech-Maple Forest",1130,0.172549,201857,0.1,247.9207674
"1504","Non Replacement Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1529,0.172549,9957870,3.6,11987.283906
"1505","Non Replacement Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1473,0.172549,2789195,1,3357.632941
"1506","Non Replacement Fire","13130_49_52_62",0.0012038,"North-Central Interior Beech-Maple Forest",1581,0.172549,30899,0,37.1962162
"1507","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1155,0.4,2707709,1,3228.6722116
"1508","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1131,0.4,1702169,0.6,2029.6663156
"1509","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1681,0.4,798143,0.3,951.7057132
"1510","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1210,0.4,118095,0,140.816478
"1511","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1227,0.4,70894,0,84.5340056
"1512","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1603,0.4,1,0,0.0011924
"1513","Non Replacement Fire","13140_38_39_40_41_42_43_44_50",0.0011924,"North-Central Interior Maple-Basswood Forest",1699,0.4,1,0,0.0011924
"1514","Non Replacement Fire","13140_49",0.0012214,"North-Central Interior Maple-Basswood Forest",1582,0.4,1540177,0.6,1881.1721878
"1515","Non Replacement Fire","13150_48_53_57_59_61",0.0706966,"Southern Appalachian Oak Forest",1433,0.760784,0,0,0
"1516","Non Replacement Fire","13150_48_53_57_59_61",0.0706966,"Southern Appalachian Oak Forest",1564,0.760784,13548,0,957.7975368
"1517","Non Replacement Fire","13160_60",0.0215464,"Southern Piedmont Mesic Forest",1403,0.490196,433,0,9.3295912
"1518","Non Replacement Fire","13170_48_53",0.1638426,"Allegheny-Cumberland Dry Oak Forest and Woodland",1565,0.580392,562709,0.2,92195.7056034
"1519","Non Replacement Fire","13170_57_61",0.0844942,"Allegheny-Cumberland Dry Oak Forest and Woodland",1435,0.580392,249512,0.1,21082.3168304
"1520","Non Replacement Fire","13170_62",0.1035392,"Allegheny-Cumberland Dry Oak Forest and Woodland",1474,0.580392,2709164,1,280504.6732288
"1521","Non Replacement Fire","13180_48_53",0.0125492,"Southern and Central Appalachian Cove Forest",1566,1,5707,0,71.6182844
"1522","Non Replacement Fire","13180_57_59_61",0.0119342,"Southern and Central Appalachian Cove Forest",1436,1,47204,0,563.3419768
"1523","Non Replacement Fire","13200_48_57_61",0.0418586,"Central and Southern Appalachian Montane Oak Forest",1437,0.705882,15681,0,656.3847066
"1524","Non Replacement Fire","13210_47_48_53_57",0.0137,"South-Central Interior Mesophytic Forest",1634,0.580392,3319265,1.2,45473.9305
"1525","Non Replacement Fire","13210_47_48_53_57",0.0137,"South-Central Interior Mesophytic Forest",1567,0.580392,656973,0.2,9000.5301
"1526","Non Replacement Fire","13210_49",0.0030742,"South-Central Interior Mesophytic Forest",1583,0.580392,1156948,0.4,3556.6895416
"1527","Non Replacement Fire","13210_61_63",0.011596,"South-Central Interior Mesophytic Forest",1438,0.580392,892125,0.3,10345.0815
"1528","Non Replacement Fire","13210_61_63",0.011596,"South-Central Interior Mesophytic Forest",1454,0.580392,3063,0,35.518548
"1529","Non Replacement Fire","13210_62",0.0041716,"South-Central Interior Mesophytic Forest",1475,0.580392,1227524,0.4,5120.7391184
"1530","Non Replacement Fire","13240_60_65_66",0.2622478,"Northern Atlantic Coastal Plain Hardwood Forest",1484,0.352941,582464,0.2,152749.9025792
"1531","Non Replacement Fire","13240_60_65_66",0.2622478,"Northern Atlantic Coastal Plain Hardwood Forest",1404,0.352941,72728,0,19072.7579984
"1532","Non Replacement Fire","13260_47",0.2014522,"South-Central Interior/Upper Coastal Plain Flatwoods",1636,0.14902,22154,0,4462.9720388
"1533","Non Replacement Fire","13260_49",0.0905848,"South-Central Interior/Upper Coastal Plain Flatwoods",1584,0.14902,848,0,76.8159104
"1534","Non Replacement Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1211,0,300524,0.1,35075.65866
"1535","Non Replacement Fire","13310_39_40_41",0.116715,"Eastern Great Plains Tallgrass Aspen Parkland",1156,0,101706,0,11870.61579
"1536","Non Replacement Fire","13400_61",0.0009484,"Appalachian Shale Barrens",1439,0.611765,222,0,0.2105448
"1537","Non Replacement Fire","13430_58_60",0.0255974,"Atlantic Coastal Plain Mesic Hardwood Forest",1406,0,60322,0,1544.0863628
"1538","Non Replacement Fire","13441_51",0.1635562,"Boreal Jack Pine-Black Spruce Forest - Pine Barrens",1182,0.54902,655071,0.2,107140.9234902
"1539","Non Replacement Fire","13500_61",7.72e-05,"Central and Southern Appalachian Spruce-Fir Forest",1440,0.709804,169,0,0.0130468
"1540","Non Replacement Fire","13520_53_54_57_59_60_61",0.19648,"Southern Appalachian Montane Pine Forest and Woodland",1408,0.772549,476,0,93.52448
"1541","Non Replacement Fire","13520_53_54_57_59_60_61",0.19648,"Southern Appalachian Montane Pine Forest and Woodland",1441,0.772549,2123,0,417.12704
"1542","Non Replacement Fire","13530_46_48_53_54_57_59_60_61",0.126692,"Southern Appalachian Low-Elevation Pine Forest",1569,0.380392,5,0,0.63346
"1543","Non Replacement Fire","13530_47",0.4791296,"Southern Appalachian Low-Elevation Pine Forest",1638,0.380392,15471,0,7412.6140416
"1544","Non Replacement Fire","13540_64_66",0.117457,"Northeastern Interior Pine Barrens",1507,0.321569,82740,0,9718.39218
"1545","Non Replacement Fire","13540_64_66",0.117457,"Northeastern Interior Pine Barrens",1543,0.321569,8,0,0.939656
"1546","Non Replacement Fire","13550_60_65",0.1184366,"Northern Atlantic Coastal Plain Pitch Pine Barrens",1410,0.321569,11857,0,1404.3027662
"1547","Non Replacement Fire","13550_60_65",0.1184366,"Northern Atlantic Coastal Plain Pitch Pine Barrens",1485,0.321569,46294,0,5482.9039604
"1548","Non Replacement Fire","13570_46_47_55_58_99",0.0255472,"Southern Coastal Plain Mesic Slope Forest",1639,0.278431,2,0,0.0510944
"1549","Non Replacement Fire","13620_41_50",0.087142,"Laurentian-Acadian Northern Pine(-Oak) Forest",1748,0.74902,489400,0.2,42647.2948
"1550","Non Replacement Fire","13620_41_50",0.087142,"Laurentian-Acadian Northern Pine(-Oak) Forest",1746,0.74902,359791,0.1,31352.907322
"1551","Non Replacement Fire","13620_51_63_64_65_66",0.0172968,"Laurentian-Acadian Northern Pine(-Oak) Forest",1184,0.74902,3184171,1.2,55075.9689528
"1552","Non Replacement Fire","13620_51_63_64_65_66",0.0172968,"Laurentian-Acadian Northern Pine(-Oak) Forest",1508,0.74902,832590,0.3,14401.142712
"1553","Non Replacement Fire","13620_51_63_64_65_66",0.0172968,"Laurentian-Acadian Northern Pine(-Oak) Forest",1455,0.74902,38521,0,666.2900328
"1554","Non Replacement Fire","13620_51_63_64_65_66",0.0172968,"Laurentian-Acadian Northern Pine(-Oak) Forest",1486,0.74902,26090,0,451.273512
"1555","Non Replacement Fire","13620_51_63_64_65_66",0.0172968,"Laurentian-Acadian Northern Pine(-Oak) Forest",1544,0.74902,151,0,2.6118168
"1556","Non Replacement Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",1747,0.498039,2164248,0.8,54296.653824
"1557","Non Replacement Fire","13622_41_50",0.025088,"Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated",1749,0.498039,1897793,0.7,47611.830784
"1558","Non Replacement Fire","13630_47_53",0.1939846,"Central Interior Highlands Dry Acidic Glade and Barrens",1640,0,141466,0.1,27442.2254236
"1559","Non Replacement Fire","13640_32_44_49",0.17781,"Ozark-Ouachita Dry Oak Woodland",1585,0,84954,0,15105.67074
"1560","Non Replacement Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1158,0.447059,2895201,1.1,1976.8432428
"1561","Non Replacement Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1132,0.447059,232522,0.1,158.7660216
"1562","Non Replacement Fire","13651_40_41_50",0.0006828,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1212,0.447059,25448,0,17.3758944
"1563","Non Replacement Fire","13651_51",0.0019318,"Boreal White Spruce-Fir-Hardwood Forest - Inland",1185,0.447059,1268936,0.5,2451.3305648
"1564","Non Replacement Fire","13652_41",0.0008962,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1159,0.27451,565051,0.2,506.3987062
"1565","Non Replacement Fire","13652_51",0.00079,"Boreal White Spruce-Fir-Hardwood Forest - Coastal",1186,0.27451,737847,0.3,582.89913
"1566","Non Replacement Fire","13653_41",0.0041366,"Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch",1160,0.568627,3283653,1.2,13583.1589998
"1567","Non Replacement Fire","13660_50",0.0044642,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1133,0.388235,536123,0.2,2393.3602966
"1568","Non Replacement Fire","13660_51_63_64_65_66",0.0043526,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1509,0.388235,3604508,1.3,15688.9815208
"1569","Non Replacement Fire","13660_51_63_64_65_66",0.0043526,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1187,0.388235,1924156,0.7,8375.0814056
"1570","Non Replacement Fire","13660_51_63_64_65_66",0.0043526,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1456,0.388235,455484,0.2,1982.5396584
"1571","Non Replacement Fire","13660_51_63_64_65_66",0.0043526,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1487,0.388235,129877,0,565.3026302
"1572","Non Replacement Fire","13660_51_63_64_65_66",0.0043526,"Laurentian-Acadian Pine-Hemlock-Hardwood Forest",1545,0.388235,52,0,0.2263352
"1573","Non Replacement Fire","13680_46_48_54_57_59_60_61",0.187835,"Southern Piedmont Dry Oak(-Pine) Forest",1412,1,3617,0,679.399195
"1574","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1457,0.862745,2193930,0.8,147717.3069
"1575","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1510,0.862745,1628070,0.6,109617.9531
"1576","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1488,0.862745,1018875,0.4,68600.85375
"1577","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1413,0.862745,726646,0.3,48925.07518
"1578","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1444,0.862745,625533,0.2,42117.13689
"1579","Non Replacement Fire","13690_60_61_63_64_65_66",0.06733,"Central Appalachian Dry Oak-Pine Forest",1546,0.862745,7,0,0.47131
"1580","Non Replacement Fire","13700_53_61_62",0.0008802,"Appalachian (Hemlock-)Northern Hardwood Forest",1445,0.568627,963320,0.4,847.914264
"1581","Non Replacement Fire","13700_53_61_62",0.0008802,"Appalachian (Hemlock-)Northern Hardwood Forest",1476,0.568627,55812,0,49.1257224
"1582","Non Replacement Fire","13700_53_61_62",0.0008802,"Appalachian (Hemlock-)Northern Hardwood Forest",1571,0.568627,5168,0,4.5488736
"1583","Non Replacement Fire","13700_60_63_64_65_66",0.0008946,"Appalachian (Hemlock-)Northern Hardwood Forest",1458,0.568627,4960184,1.8,4437.3806064
"1584","Non Replacement Fire","13700_60_63_64_65_66",0.0008946,"Appalachian (Hemlock-)Northern Hardwood Forest",1511,0.568627,1001511,0.4,895.9517406
"1585","Non Replacement Fire","13700_60_63_64_65_66",0.0008946,"Appalachian (Hemlock-)Northern Hardwood Forest",1489,0.568627,412219,0.2,368.7711174
"1586","Non Replacement Fire","13700_60_63_64_65_66",0.0008946,"Appalachian (Hemlock-)Northern Hardwood Forest",1414,0.568627,223134,0.1,199.6156764
"1587","Non Replacement Fire","13750_60",0.203571,"Eastern Serpentine Woodland",1415,0.388235,1,0,0.203571
"1588","Non Replacement Fire","13760_48_53_57_61",0.1359896,"Southern Ridge and Valley/Cumberland Dry Calcareous Forest",1446,0.478431,31,0,4.2156776
"1589","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1514,0.301961,180829,0.1,523.3914576
"1590","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1416,0.301961,16323,0,47.2452912
"1591","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1447,0.301961,3226,0,9.3373344
"1592","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1460,0.301961,13642,0,39.4854048
"1593","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1492,0.301961,93765,0,271.393416
"1594","Non Replacement Fire","13770_60_61_63_64_65_66",0.0028944,"Central Appalachian Pine-Oak Rocky Woodland",1550,0.301961,16,0,0.0463104
"1595","Non Replacement Fire","13790_60_65",0.1246778,"Northern Atlantic Coastal Plain Maritime Forest",1417,0.701961,7438,0,927.3534764
"1596","Non Replacement Fire","13790_60_65",0.1246778,"Northern Atlantic Coastal Plain Maritime Forest",1493,0.701961,2298,0,286.5095844
"1597","Non Replacement Fire","13850_31_39_40_42",0.019786,"Western Great Plains Wooded Draw and Ravine",1229,0,633,0,12.524538
"1598","Non Replacement Fire","13850_31_39_40_42",0.019786,"Western Great Plains Wooded Draw and Ravine",1682,0,26208,0,518.551488
"1599","Non Replacement Fire","13890_64_66",0.000798,"Acadian-Appalachian Subalpine Woodland and Heath-Krummholz",1515,0.905882,61429,0,49.020342
"1600","Non Replacement Fire","13940_39_40_41",0.2053086,"North-Central Interior Oak Savanna",1161,0.541176,1981375,0.7,406793.327325
"1601","Non Replacement Fire","13940_39_40_41",0.2053086,"North-Central Interior Oak Savanna",1214,0.541176,251422,0.1,51619.0988292
"1602","Non Replacement Fire","13940_39_40_41",0.2053086,"North-Central Interior Oak Savanna",1230,0.541176,36489,0,7491.5055054
"1603","Non Replacement Fire","13940_42",0.2018312,"North-Central Interior Oak Savanna",1683,0.541176,51164,0,10326.4915168
"1604","Non Replacement Fire","13940_44_49",0.1924298,"North-Central Interior Oak Savanna",1586,0.541176,18632,0,3585.3520336
"1605","Non Replacement Fire","13940_44_49",0.1924298,"North-Central Interior Oak Savanna",1706,0.541176,1,0,0.1924298
"1606","Non Replacement Fire","13940_50_51",0.1884576,"North-Central Interior Oak Savanna",1134,0.541176,7351216,2.7,1385392.5244416
"1607","Non Replacement Fire","13940_50_51",0.1884576,"North-Central Interior Oak Savanna",1188,0.541176,276944,0.1,52192.2015744
"1608","Non Replacement Fire","13940_52",0.1947446,"North-Central Interior Oak Savanna",1530,0.541176,414181,0.2,80659.5131726
"1609","Non Replacement Fire","13950_41_42_43_49_52",0.1985556,"North-Central Oak Barrens",1162,0.690196,556342,0.2,110464.8196152
"1610","Non Replacement Fire","13950_41_42_43_49_52",0.1985556,"North-Central Oak Barrens",1531,0.690196,361708,0.1,71819.1489648
"1611","Non Replacement Fire","13950_41_42_43_49_52",0.1985556,"North-Central Oak Barrens",1587,0.690196,370,0,73.465572
"1612","Non Replacement Fire","13950_41_42_43_49_52",0.1985556,"North-Central Oak Barrens",1605,0.690196,7,0,1.3898892
"1613","Non Replacement Fire","13950_41_42_43_49_52",0.1985556,"North-Central Oak Barrens",1684,0.690196,4487,0,890.9189772
"1614","Non Replacement Fire","13950_50",0.187463,"North-Central Oak Barrens",1135,0.690196,662283,0.2,124153.558029
"1615","Non Replacement Fire","13950_51",0.18765,"North-Central Oak Barrens",1189,0.690196,1693986,0.6,317876.4729
"1616","Non Replacement Fire","14000_60_61",0.0551842,"Central Appalachian Alkaline Glade and Woodland",1418,0.898039,9176,0,506.3702192
"1617","Non Replacement Fire","14000_60_61",0.0551842,"Central Appalachian Alkaline Glade and Woodland",1448,0.898039,41441,0,2286.8884322
"1618","Non Replacement Fire","14000_63",0.0540452,"Central Appalachian Alkaline Glade and Woodland",1461,0.898039,3995,0,215.910574
"1619","Non Replacement Fire","14000_64",0.054752,"Central Appalachian Alkaline Glade and Woodland",1516,0.898039,251,0,13.742752
"1620","Non Replacement Fire","14010_43_44_47_48_53",0.2472806,"Central Interior Highlands Calcareous Glade and Barrens",1641,0.078431,371289,0.1,91812.5666934
"1621","Non Replacement Fire","14010_43_44_47_48_53",0.2472806,"Central Interior Highlands Calcareous Glade and Barrens",1573,0.078431,4994,0,1234.9193164
"1622","Non Replacement Fire","14010_43_44_47_48_53",0.2472806,"Central Interior Highlands Calcareous Glade and Barrens",1606,0.078431,0,0,0
"1623","Non Replacement Fire","14010_49",0.2463496,"Central Interior Highlands Calcareous Glade and Barrens",1588,0.078431,45350,0,11171.95436
"1624","Non Replacement Fire","14071_41_50_51",0.2188268,"Laurentian Pine-Oak Barrens",1190,0,1044271,0.4,228514.4812628
"1625","Non Replacement Fire","14071_41_50_51",0.2188268,"Laurentian Pine-Oak Barrens",1136,0,437227,0.2,95676.9852836
"1626","Non Replacement Fire","14071_41_50_51",0.2188268,"Laurentian Pine-Oak Barrens",1163,0,110777,0,24240.9764236
"1627","Non Replacement Fire","14072_41_50_51",0.078392,"Laurentian Pine-Oak Barrens - Jack Pine",1164,0.392157,2456590,0.9,192577.00328
"1628","Non Replacement Fire","14072_41_50_51",0.078392,"Laurentian Pine-Oak Barrens - Jack Pine",1137,0.392157,232899,0.1,18257.418408
"1629","Non Replacement Fire","14072_41_50_51",0.078392,"Laurentian Pine-Oak Barrens - Jack Pine",1191,0.392157,136080,0,10667.58336
"1630","Non Replacement Fire","14090_50_64",0.0003168,"Great Lakes Alvar",1138,0.458824,15534,0,4.9211712
"1631","Non Replacement Fire","14090_50_64",0.0003168,"Great Lakes Alvar",1517,0.458824,3006,0,0.9523008
"1632","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1139,0.615686,489028,0.2,5653.652708
"1633","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1165,0.615686,670963,0.2,7757.003243
"1634","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1231,0.615686,437037,0.2,5052.584757
"1635","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1193,0.615686,148278,0.1,1714.241958
"1636","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1215,0.615686,380824,0.1,4402.706264
"1637","Non Replacement Fire","14120_39_40_41_42_43_50_51",0.011561,"North-Central Interior Sand and Gravel Tallgrass Prairie",1685,0.615686,41899,0,484.394339
"1638","Non Replacement Fire","14120_49",0.0114148,"North-Central Interior Sand and Gravel Tallgrass Prairie",1590,0.615686,20239,0,231.0241372
"1639","Non Replacement Fire","14120_52",0.0114124,"North-Central Interior Sand and Gravel Tallgrass Prairie",1533,0.615686,51734,0,590.4091016
"1640","Non Replacement Fire","14130_47",0.0236356,"Bluegrass Savanna and Woodland",1642,0.580392,14668,0,346.6869808
"1641","Non Replacement Fire","14180_47",0.0603882,"Pennyroyal Karst Plain Prairie and Barrens",1643,0.541176,782,0,47.2235724
"1642","Non Replacement Fire","14360_60",0.0728452,"Northern Atlantic Coastal Plain Dune and Swale",1419,0.341176,838,0,61.0442776
"1643","Non Replacement Fire","14360_65_66",0.0599838,"Northern Atlantic Coastal Plain Dune and Swale",1494,0.341176,20363,0,1221.4501194
"1644","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1167,0.611765,735780,0.3,3653.442012
"1645","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1141,0.611765,12558,0,62.3554932
"1646","Non Replacement Fire","14440_41_50_51",0.0049654,"Eastern Boreal Floodplain",1195,0.611765,90164,0,447.7003256
"1647","Non Replacement Fire","14570_47_48",0.120901,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1645,0.14902,1535,0,185.583035
"1648","Non Replacement Fire","14570_49",0.084167,"South-Central Interior/Upper Coastal Plain Wet Flatwoods",1592,0.14902,6636,0,558.532212
"1649","Non Replacement Fire","14660_49",0.0018704,"Great Lakes Wooded Dune and Swale",1593,0,103571,0,193.7191984
"1650","Non Replacement Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1142,0,40920,0,77.09328
"1651","Non Replacement Fire","14660_50_51",0.001884,"Great Lakes Wooded Dune and Swale",1196,0,13844,0,26.082096
"1652","Non Replacement Fire","14690_31_39_40_43",0.0184556,"Eastern Great Plains Floodplain Systems",1233,0.745098,473938,0.2,8746.8101528
"1653","Non Replacement Fire","14690_31_39_40_43",0.0184556,"Eastern Great Plains Floodplain Systems",1217,0.745098,94725,0,1748.20671
"1654","Non Replacement Fire","14690_31_39_40_43",0.0184556,"Eastern Great Plains Floodplain Systems",1610,0.745098,25,0,0.46139
"1655","Non Replacement Fire","14690_38_42_49",0.0186404,"Eastern Great Plains Floodplain Systems",1594,0.745098,98813,0,1841.9138452
"1656","Non Replacement Fire","14690_38_42_49",0.0186404,"Eastern Great Plains Floodplain Systems",1688,0.745098,133035,0,2479.825614
"1657","Non Replacement Fire","14710_41_50",0.0174338,"Central Interior and Appalachian Floodplain Systems",1143,0.690196,311751,0.1,5435.0045838
"1658","Non Replacement Fire","14710_41_50",0.0174338,"Central Interior and Appalachian Floodplain Systems",1168,0.690196,172818,0.1,3012.8744484
"1659","Non Replacement Fire","14710_47_48_53_54_57_59_60_61_63",0.011024,"Central Interior and Appalachian Floodplain Systems",1646,0.690196,1498137,0.5,16515.462288
"1660","Non Replacement Fire","14710_47_48_53_54_57_59_60_61_63",0.011024,"Central Interior and Appalachian Floodplain Systems",1449,0.690196,286330,0.1,3156.50192
"1661","Non Replacement Fire","14710_47_48_53_54_57_59_60_61_63",0.011024,"Central Interior and Appalachian Floodplain Systems",1462,0.690196,260618,0.1,2873.052832
"1662","Non Replacement Fire","14710_47_48_53_54_57_59_60_61_63",0.011024,"Central Interior and Appalachian Floodplain Systems",1423,0.690196,34462,0,379.909088
"1663","Non Replacement Fire","14710_47_48_53_54_57_59_60_61_63",0.011024,"Central Interior and Appalachian Floodplain Systems",1574,0.690196,84438,0,930.844512
"1664","Non Replacement Fire","14710_49_52",0.0171822,"Central Interior and Appalachian Floodplain Systems",1535,0.690196,902471,0.3,15506.4372162
"1665","Non Replacement Fire","14710_49_52",0.0171822,"Central Interior and Appalachian Floodplain Systems",1595,0.690196,217469,0.1,3736.5958518
"1666","Non Replacement Fire","14710_51_62",0.01687,"Central Interior and Appalachian Floodplain Systems",1197,0.690196,1117938,0.4,18859.61406
