"","OID_","Value","Count","BPS_CODE","ZONE","BPS_MODEL","BPS_NAME","GROUPVEG","FRI_REPLAC","FRI_MIXED","FRI_SURFAC","FRI_ALLFIR","PRC_REPLAC","PRC_MIXED","PRC_SURFAC","FRG_NEW","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"123",1188,1626,1245281,13940,51,"13940_50_51","North-Central Interior Oak Savanna","Hardwood",66,184,5,5,7,3,90,"I-A",230,213,138,0.901961,0.835294,0.541176,276944,0.1
"124",1192,1630,642281,14110,51,"14110_49_51_52","Great Lakes Wet-Mesic Lakeplain Prairie","Riparian",24,-9999,-9999,24,100,-9999,-9999,"II-C",235,255,0,0.921569,1,0,142840,0.1
"125",1193,1631,666732,14120,51,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,-9999,87,3,96,-9999,4,"II-A",214,0,157,0.839216,0,0.615686,148278,0.1
"126",1194,1632,625653,14210,51,"14210_31_38_42_43_44_50_51","Central Tallgrass Prairie","Grassland",4,-9999,-9999,4,100,-9999,-9999,"II-A",232,255,196,0.909804,1,0.768627,139142,0.1
"127",1198,1636,1161264,14750,51,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,-9999,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784,258259,0.1
"128",1211,1649,1351310,13310,40,"13310_39_40_41","Eastern Great Plains Tallgrass Aspen Parkland","Hardwood",16,-9999,8,6,35,-9999,65,"I-B",220,240,0,0.862745,0.941176,0,300524,0.1
"129",1214,1652,1130520,13940,40,"13940_39_40_41","North-Central Interior Oak Savanna","Hardwood",550,165,5,5,1,3,96,"I-A",230,213,138,0.901961,0.835294,0.541176,251422,0.1
"130",1215,1653,1712380,14120,40,"14120_39_40_41_42_43_50_51","North-Central Interior Sand and Gravel Tallgrass Prairie","Grassland",4,-9999,87,3,96,-9999,4,"II-A",214,0,157,0.839216,0,0.615686,380824,0.1
"131",1219,1657,1140329,14820,40,"14820_39_40","Great Plains Prairie Pothole","Grassland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",156,100,163,0.611765,0.392157,0.639216,253603,0.1
"132",1414,1852,1003325,13700,60,"13700_60_63_64_65_66","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1010,1122,-9999,531,53,47,-9999,"V-B",214,255,145,0.839216,1,0.568627,223134,0.1
"133",1435,1873,1121933,13170,61,"13170_57_61","Allegheny-Cumberland Dry Oak Forest and Woodland","Hardwood",123,59,15,11,9,18,73,"I-B",186,184,148,0.729412,0.721569,0.580392,249512,0.1
"134",1449,1887,1287485,14710,61,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,13,21,66,"III-A",0,191,176,0,0.74902,0.690196,286330,0.1
"135",1453,1891,614906,13030,63,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,14,23,63,"I-B",215,185,100,0.843137,0.72549,0.392157,136752,0.1
"136",1462,1900,1171872,14710,63,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,13,21,66,"III-A",0,191,176,0,0.74902,0.690196,260618,0.1
"137",1481,1919,890746,15180,62,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,198097,0.1
"138",1482,1920,883643,13020,65,"13020_65_66","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",983,-9999,-9999,983,100,-9999,-9999,"V-B",76,230,0,0.298039,0.901961,0,196517,0.1
"139",1483,1921,642906,13030,65,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,14,23,63,"I-B",215,185,100,0.843137,0.72549,0.392157,142979,0.1
"140",1499,1937,937974,14790,65,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,57,-9999,43,"V-B",207,61,255,0.811765,0.239216,1,208600,0.1
"141",1506,1944,1315554,13030,64,"13030_61_63_64_65_66","Northeastern Interior Dry-Mesic Oak Forest","Hardwood",39,24,9,6,14,23,63,"I-B",215,185,100,0.843137,0.72549,0.392157,292572,0.1
"142",1512,1950,798535,13730,64,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,100,-9999,-9999,"V-B",130,160,100,0.509804,0.627451,0.392157,177590,0.1
"143",1514,1952,813099,13770,64,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,180829,0.1
"144",1525,1963,1375507,15180,64,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,305905,0.1
"145",1531,1969,1626423,13950,52,"13950_41_42_43_49_52","North-Central Oak Barrens","Hardwood",341,246,5,5,1,2,97,"I-A",255,235,176,1,0.921569,0.690196,361708,0.1
"146",1534,1972,1599930,14210,52,"14210_49_52","Central Tallgrass Prairie","Grassland",4,-9999,-9999,4,100,-9999,-9999,"II-A",232,255,196,0.909804,1,0.768627,355816,0.1
"147",1538,1976,773374,14930,52,"14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,-9999,-9999,17,100,-9999,-9999,"II-C",240,150,20,0.941176,0.588235,0.078431,171994,0.1
"148",1539,1977,1396512,15180,52,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,310577,0.1
"149",1578,2016,788348,13050,49,"13050_49","Southern Interior Low Plateau Dry-Mesic Oak Forest","Hardwood",61,117,9,7,12,7,81,"I-B",184,156,33,0.721569,0.611765,0.129412,175324,0.1
"150",1580,2018,1496450,13110,49,"13110_49","North-Central Interior Dry Oak Forest and Woodland","Hardwood",149,149,11,9,7,6,87,"I-B",179,207,143,0.701961,0.811765,0.560784,332802,0.1
"151",1595,2033,977853,14710,49,"14710_49_52","Central Interior and Appalachian Floodplain Systems","Riparian",-9999,426,68,59,-9999,14,86,"III-A",0,191,176,0,0.74902,0.690196,217469,0.1
"152",1632,2070,1081930,13100,47,"13100_47","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",162,160,11,9,6,6,88,"I-B",176,163,222,0.690196,0.639216,0.870588,240615,0.1
"153",1640,2078,636103,13630,47,"13630_47_53","Central Interior Highlands Dry Acidic Glade and Barrens","Hardwood",29,16,7,4,15,27,58,"I-A",229,38,0,0.898039,0.14902,0,141466,0.1
"154",1641,2079,1669505,14010,47,"14010_43_44_47_48_53","Central Interior Highlands Calcareous Glade and Barrens","Grassland",19,16,5,3,18,21,61,"I-A",255,235,20,1,0.921569,0.078431,371289,0.1
"155",1653,2091,1563417,15180,47,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,347696,0.1
"156",1689,2127,1789276,14710,42,"14710_42_43","Central Interior and Appalachian Floodplain Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",0,191,176,0,0.74902,0.690196,397925,0.1
"157",1746,2723,1617802,13620,41,"13620_41_50","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",355,680,12,11,3,2,95,"I-B",255,191,191,1,0.74902,0.74902,359791,0.1
"158",2,-1111,8829,-1111,-1111,"-1111","Fill-Not Mapped","Fill-Not Mapped",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",111,111,111,0.435294,0.435294,0.435294,1964,0
"159",5,31,111267,31,0,"0","Barren-Rock/Sand/Clay","Barren-Rock/Sand/Clay",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",191,191,191,0.74902,0.74902,0.74902,24745,0
"160",1120,1527,5018,14730,45,"14730_45_46_47_98_99","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",115,-9999,100,53,46,-9999,54,"III-A",102,119,205,0.4,0.466667,0.803922,1116,0
"161",1122,1529,2129,14800,45,"14800_45_98","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",994,-9999,681,404,41,-9999,59,"V-A",102,212,179,0.4,0.831373,0.701961,473,0
"162",1129,1564,274025,13110,50,"13110_50","North-Central Interior Dry Oak Forest and Woodland","Hardwood",104,98,19,14,14,14,72,"I-B",179,207,143,0.701961,0.811765,0.560784,60942,0
"163",1138,1574,69849,14090,50,"14090_50_64","Great Lakes Alvar","Conifer",439,3247,-9999,387,88,12,-9999,"V-A",227,235,117,0.890196,0.921569,0.458824,15534,0
"164",1141,1577,56467,14440,50,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",-9999,581,312,203,-9999,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765,12558,0
"165",1142,1578,183996,14660,50,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,-9999,468,13,87,-9999,"V-A",181,0,0,0.709804,0,0,40920,0
"166",1148,1584,277054,14920,50,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",122,245,202,0.478431,0.960784,0.792157,61615,0
"167",1156,1592,457321,13310,41,"13310_39_40_41","Eastern Great Plains Tallgrass Aspen Parkland","Hardwood",16,-9999,8,6,35,-9999,65,"I-B",220,240,0,0.862745,0.941176,0,101706,0
"168",1163,1601,498108,14071,41,"14071_41_50_51","Laurentian Pine-Oak Barrens","Hardwood-Conifer",109,75,5,4,4,6,90,"I-A",153,66,0,0.6,0.258824,0,110777,0
"169",1173,1611,2289,14920,41,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",122,245,202,0.478431,0.960784,0.792157,509,0
"170",1178,1616,457857,13023,51,"13023_51","Laurentian-Acadian Northern Hardwoods Forest-Northern Sugar Maple-Basswood","Hardwood",1016,-9999,-9999,1016,100,-9999,-9999,"V-B",38,105,0,0.14902,0.411765,0,101825,0
"171",1183,1621,301468,13442,51,"13442_51","Boreal Jack Pine-Black Spruce Forest-Spruce-Fir","Conifer",112,-9999,-9999,112,100,-9999,-9999,"IV-B",135,200,114,0.529412,0.784314,0.447059,67045,0
"172",1191,1629,611883,14072,51,"14072_41_50_51","Laurentian Pine-Oak Barrens-Jack Pine","Conifer",25,46,18,8,34,18,48,"I-B",153,66,100,0.6,0.258824,0.392157,136080,0
"173",1195,1633,405425,14440,51,"14440_41_50_51","Eastern Boreal Floodplain","Hardwood",-9999,581,312,203,-9999,35,65,"V-A",69,69,156,0.270588,0.270588,0.611765,90164,0
"174",1196,1634,62248,14660,51,"14660_50_51","Great Lakes Wooded Dune and Swale","Riparian",3715,536,-9999,468,13,87,-9999,"V-A",181,0,0,0.709804,0,0,13844,0
"175",1202,1640,199331,14920,51,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",122,245,202,0.478431,0.960784,0.792157,44330,0
"176",1203,1641,12414,14940,51,"14940_41_50_51","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",18,-9999,-9999,18,100,-9999,-9999,"II-C",0,168,107,0,0.658824,0.419608,2761,0
"177",1207,1645,625,11620,40,"11620_31_39_40","Western Great Plains Floodplain Systems","Riparian",250,94,196,51,20,54,26,"III-A",102,153,205,0.4,0.6,0.803922,139,0
"178",1208,1646,366885,13010,40,"13010_40","Boreal Aspen-Birch Forest","Conifer",82,-9999,-9999,82,100,-9999,-9999,"IV-A",255,245,56,1,0.960784,0.219608,81593,0
"179",1209,1647,902,13020,40,"13020_40","Laurentian-Acadian Northern Hardwoods Forest","Hardwood",2109,-9999,-9999,2109,100,-9999,-9999,"V-B",76,230,0,0.298039,0.901961,0,201,0
"180",1210,1648,531014,13140,40,"13140_38_39_40_41_42_43_44_50","North-Central Interior Maple-Basswood Forest","Hardwood",1027,-9999,857,467,46,-9999,54,"V-A",237,161,102,0.929412,0.631373,0.4,118095,0
"181",1212,1650,114427,13651,40,"13651_40_41_50","Boreal White Spruce-Fir-Hardwood Forest-Inland","Conifer",250,1468,-9999,213,85,15,-9999,"V-A",147,194,114,0.576471,0.760784,0.447059,25448,0
"182",1217,1655,425933,14690,40,"14690_31_39_40_43","Eastern Great Plains Floodplain Systems","Riparian",517,77,176,48,9,63,28,"III-A",75,170,190,0.294118,0.666667,0.745098,94725,0
"183",1220,1658,18437,14950,40,"14950_31_39_40","Western Great Plains Depressional Wetland Systems","Riparian",20,-9999,-9999,20,100,-9999,-9999,"II-C",104,0,156,0.407843,0,0.611765,4100,0
"184",1225,1663,267749,13100,39,"13100_39","North-Central Interior Dry-Mesic Oak Forest and Woodland","Hardwood",112,43,47,19,17,43,40,"I-C",176,163,222,0.690196,0.639216,0.870588,59546,0
"185",1226,1664,35198,13110,39,"13110_39","North-Central Interior Dry Oak Forest and Woodland","Hardwood",77,85,19,13,17,15,68,"I-B",179,207,143,0.701961,0.811765,0.560784,7828,0
"186",1227,1665,318776,13140,39,"13140_38_39_40_41_42_43_44_50","North-Central Interior Maple-Basswood Forest","Hardwood",1027,-9999,857,467,46,-9999,54,"V-A",237,161,102,0.929412,0.631373,0.4,70894,0
"187",1229,1667,2847,13850,39,"13850_31_39_40_42","Western Great Plains Wooded Draw and Ravine","Shrubland",91,65,230,32,36,50,14,"I-C",168,168,0,0.658824,0.658824,0,633,0
"188",1230,1668,164072,13940,39,"13940_39_40_41","North-Central Interior Oak Savanna","Hardwood",550,165,5,5,1,3,96,"I-A",230,213,138,0.901961,0.835294,0.541176,36489,0
"189",1234,1672,489402,14820,39,"14820_39_40","Great Plains Prairie Pothole","Grassland",50,-9999,-9999,50,100,-9999,-9999,"IV-A",156,100,163,0.611765,0.392157,0.639216,108840,0
"190",1403,1841,1946,13160,60,"13160_60","Southern Piedmont Mesic Forest","Hardwood",499,355,52,41,8,12,80,"III-A",99,199,125,0.388235,0.780392,0.490196,433,0
"191",1404,1842,327022,13240,60,"13240_60_65_66","Northern Atlantic Coastal Plain Hardwood Forest","Hardwood",48,44,4,4,8,8,84,"I-A",161,112,90,0.631373,0.439216,0.352941,72728,0
"192",1406,1844,271238,13430,60,"13430_58_60","Atlantic Coastal Plain Mesic Hardwood Forest","Hardwood",479,382,43,36,8,9,83,"III-A",168,112,0,0.658824,0.439216,0,60322,0
"193",1408,1846,2141,13520,60,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,6,5,89,"I-A",117,71,197,0.458824,0.278431,0.772549,476,0
"194",1410,1848,53313,13550,60,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,10,25,65,"I-B",255,165,82,1,0.647059,0.321569,11857,0
"195",1412,1850,16265,13680,60,"13680_46_48_54_57_59_60_61","Southern Piedmont Dry Oak(-Pine) Forest","Hardwood-Conifer",325,235,5,5,2,2,96,"I-A",211,186,255,0.827451,0.729412,1,3617,0
"196",1415,1853,4,13750,60,"13750_60","Eastern Serpentine Woodland","Hardwood-Conifer",87,56,5,5,6,8,86,"I-A",229,94,99,0.898039,0.368627,0.388235,1,0
"197",1416,1854,73395,13770,60,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,16323,0
"198",1417,1855,33447,13790,60,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,10,5,85,"I-B",237,0,179,0.929412,0,0.701961,7438,0
"199",1418,1856,41262,14000,60,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,78,21,1,"II-A",255,153,229,1,0.6,0.898039,9176,0
"200",1419,1857,3769,14360,60,"14360_60","Northern Atlantic Coastal Plain Dune and Swale","Grassland",8,14,-9999,5,63,37,-9999,"I-A",100,31,87,0.392157,0.121569,0.341176,838,0
"201",1423,1861,154958,14710,60,"14710_47_48_53_54_57_59_60_61_63","Central Interior and Appalachian Floodplain Systems","Riparian",613,392,121,80,13,21,66,"III-A",0,191,176,0,0.74902,0.690196,34462,0
"202",1424,1862,10011,14720,60,"14720_53_54_57_59_60","Central Interior and Appalachian Riparian Systems","Riparian",997,-9999,202,168,17,-9999,83,"III-B",36,255,20,0.141176,1,0.078431,2226,0
"203",1425,1863,62276,14730,60,"14730_55_58_60","Gulf and Atlantic Coastal Plain Floodplain Systems","Riparian",114,-9999,101,54,47,-9999,53,"III-A",102,119,205,0.4,0.466667,0.803922,13850,0
"204",1426,1864,18199,14740,60,"14740_46_47_48_55_56_58_60_99","Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Riparian",477,202,131,68,14,34,52,"III-A",171,185,235,0.670588,0.72549,0.921569,4047,0
"205",1427,1865,42467,14790,60,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,57,-9999,43,"V-B",207,61,255,0.811765,0.239216,1,9444,0
"206",1428,1866,24978,14800,60,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,-9999,-9999,100,"V-A",102,212,179,0.4,0.831373,0.701961,5555,0
"207",1429,1867,18958,14900,60,"14900_60","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",5,294,-9999,5,98,2,-9999,"II-A",255,235,0,1,0.921569,0,4216,0
"208",1430,1868,1706,14980,60,"14980","Gulf and Atlantic Coastal Plain Sparsely Vegetated Systems","Sparse",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",171,97,56,0.670588,0.380392,0.219608,379,0
"209",1433,1871,2,13150,61,"13150_48_53_57_59_61","Southern Appalachian Oak Forest","Hardwood",604,138,16,14,2,10,88,"I-B",181,227,194,0.709804,0.890196,0.760784,0,0
"210",1436,1874,212253,13180,61,"13180_57_59_61","Southern and Central Appalachian Cove Forest","Hardwood",994,498,100,77,8,15,77,"III-A",138,177,255,0.541176,0.694118,1,47204,0
"211",1437,1875,70511,13200,61,"13200_48_57_61","Central and Southern Appalachian Montane Oak Forest","Hardwood",147,95,33,21,14,22,64,"I-C",180,130,180,0.705882,0.509804,0.705882,15681,0
"212",1439,1877,999,13400,61,"13400_61","Appalachian Shale Barrens","Hardwood",-9999,1025,-9999,1025,-9999,100,-9999,"V-B",156,156,156,0.611765,0.611765,0.611765,222,0
"213",1440,1878,761,13500,61,"13500_61","Central and Southern Appalachian Spruce-Fir Forest","Conifer",834,12028,-9999,780,93,7,-9999,"V-B",144,43,181,0.564706,0.168627,0.709804,169,0
"214",1441,1879,9545,13520,61,"13520_53_54_57_59_60_61","Southern Appalachian Montane Pine Forest and Woodland","Conifer",88,101,5,5,6,5,89,"I-A",117,71,197,0.458824,0.278431,0.772549,2123,0
"215",1446,1884,140,13760,61,"13760_48_53_57_61","Southern Ridge and Valley/Cumberland Dry Calcareous Forest","Hardwood",187,109,8,7,4,6,90,"I-B",222,153,122,0.870588,0.6,0.478431,31,0
"216",1447,1885,14507,13770,61,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,3226,0
"217",1448,1886,186341,14000,61,"14000_60_61","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1583,4,78,21,1,"II-A",255,153,229,1,0.6,0.898039,41441,0
"218",1451,1889,89772,14790,61,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,57,-9999,43,"V-B",207,61,255,0.811765,0.239216,1,19965,0
"219",1454,1892,13771,13210,63,"13210_61_63","South-Central Interior Mesophytic Forest","Hardwood",847,573,102,78,9,14,77,"III-A",71,135,148,0.278431,0.529412,0.580392,3063,0
"220",1455,1893,173208,13620,63,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902,38521,0
"221",1459,1897,26643,13730,63,"13730_63_64","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1053,-9999,-9999,1053,100,-9999,-9999,"V-B",130,160,100,0.509804,0.627451,0.392157,5925,0
"222",1460,1898,61340,13770,63,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,13642,0
"223",1461,1899,17962,14000,63,"14000_63","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1421,4,78,21,1,"II-A",255,153,229,1,0.6,0.898039,3995,0
"224",1465,1903,63562,14770,63,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,-9999,170,144,15,-9999,85,"III-B",106,0,138,0.415686,0,0.541176,14136,0
"225",1467,1905,191630,14810,63,"14810_41_50_51_63","Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Riparian",989,-9999,-9999,989,100,-9999,-9999,"V-B",232,189,255,0.909804,0.741176,1,42617,0
"226",1468,1906,383858,14920,63,"14920_41_50_51_52_63","Great Lakes Coastal Marsh Systems","Riparian",-9999,-9999,-9999,-9999,-9999,-9999,-9999,"-9999",122,245,202,0.478431,0.960784,0.792157,85368,0
"227",1469,1907,262326,14940,63,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,100,-9999,-9999,"V-B",0,168,107,0,0.658824,0.419608,58340,0
"228",1470,1908,437469,15180,63,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,97291,0
"229",1476,1914,250961,13700,62,"13700_53_61_62","Appalachian (Hemlock-)Northern Hardwood Forest","Hardwood",1036,1083,-9999,529,51,49,-9999,"V-B",214,255,145,0.839216,1,0.568627,55812,0
"230",1479,1917,144567,14790,62,"14790_52_62","Central Interior and Appalachian Swamp Systems","Riparian",989,-9999,-9999,989,100,-9999,-9999,"V-B",207,61,255,0.811765,0.239216,1,32151,0
"231",1480,1918,70731,14930,62,"14930_52_62","Central Interior and Appalachian Shrub-Herbaceous Wetland Systems","Riparian",17,-9999,-9999,17,100,-9999,-9999,"II-C",240,150,20,0.941176,0.588235,0.078431,15730,0
"232",1485,1923,208163,13550,65,"13550_60_65","Northern Atlantic Coastal Plain Pitch Pine Barrens","Conifer",77,31,12,8,10,25,65,"I-B",255,165,82,1,0.647059,0.321569,46294,0
"233",1486,1924,117314,13620,65,"13620_51_63_64_65_66","Laurentian-Acadian Northern Pine(-Oak) Forest","Hardwood-Conifer",309,447,65,48,16,11,73,"III-A",255,191,191,1,0.74902,0.74902,26090,0
"234",1487,1925,583992,13660,65,"13660_51_63_64_65_66","Laurentian-Acadian Pine-Hemlock-Hardwood Forest","Hardwood-Conifer",482,998,289,153,32,15,53,"III-B",208,255,99,0.815686,1,0.388235,129877,0
"235",1490,1928,7994,13730,65,"13730_65_66","Acadian Low-Elevation Spruce-Fir-Hardwood Forest","Hardwood-Conifer",1127,-9999,-9999,1127,100,-9999,-9999,"V-B",130,160,100,0.509804,0.627451,0.392157,1778,0
"236",1491,1929,18607,13740,65,"13740_64_65_66","Acadian-Appalachian Montane Spruce-Fir Forest","Hardwood-Conifer",580,-9999,-9999,580,100,-9999,-9999,"V-B",144,107,181,0.564706,0.419608,0.709804,4138,0
"237",1492,1930,421616,13770,65,"13770_60_61_63_64_65_66","Central Appalachian Pine-Oak Rocky Woodland","Hardwood-Conifer",412,384,4645,190,46,50,4,"III-B",255,0,77,1,0,0.301961,93765,0
"238",1493,1931,10334,13790,65,"13790_60_65","Northern Atlantic Coastal Plain Maritime Forest","Hardwood-Conifer",74,160,9,7,10,5,85,"I-B",237,0,179,0.929412,0,0.701961,2298,0
"239",1494,1932,91561,14360,65,"14360_65_66","Northern Atlantic Coastal Plain Dune and Swale","Grassland",10,17,-9999,6,62,38,-9999,"I-B",100,31,87,0.392157,0.121569,0.341176,20363,0
"240",1495,1933,105621,14710,65,"14710_64_65","Central Interior and Appalachian Floodplain Systems","Riparian",603,392,120,80,14,20,66,"III-A",0,191,176,0,0.74902,0.690196,23490,0
"241",1496,1934,48763,14720,65,"14720_64_65_66","Central Interior and Appalachian Riparian Systems","Riparian",984,-9999,198,165,17,-9999,83,"III-B",36,255,20,0.141176,1,0.078431,10845,0
"242",1497,1935,32900,14750,65,"14750_41_50_51_63_64_65_66","Laurentian-Acadian Floodplain Systems","Riparian",-9999,435,68,59,-9999,14,86,"III-A",122,143,245,0.478431,0.560784,0.960784,7317,0
"243",1498,1936,12779,14770,65,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,-9999,170,144,15,-9999,85,"III-B",106,0,138,0.415686,0,0.541176,2842,0
"244",1500,1938,207445,14800,65,"14800_46_56_58_60_64_65_66","Gulf and Atlantic Coastal Plain Swamp Systems","Riparian",-9999,-9999,221,221,-9999,-9999,100,"V-A",102,212,179,0.4,0.831373,0.701961,46135,0
"245",1501,1939,162701,14900,65,"14900_65_66","Gulf and Atlantic Coastal Plain Tidal Marsh Systems","Riparian",508,-9999,-9999,508,100,-9999,-9999,"V-B",255,235,0,1,0.921569,0,36184,0
"246",1502,1940,248521,14940,65,"14940_63_65_66","Laurentian-Acadian Shrub-Herbaceous Wetland Systems","Riparian",792,-9999,-9999,792,100,-9999,-9999,"V-B",0,168,107,0,0.658824,0.419608,55270,0
"247",1503,1941,415329,15180,65,"15180_43_47_49_52_62_63_64_65","North-Central Interior Wet Flatwoods","Hardwood",993,-9999,-9999,993,100,-9999,-9999,"V-B",211,237,38,0.827451,0.929412,0.14902,92367,0
"248",1504,1942,163668,15260,65,"15260_64_65_66","Laurentian-Acadian Swamp Systems","Riparian",1011,-9999,-9999,1011,100,-9999,-9999,"V-B",232,160,255,0.909804,0.627451,1,36399,0
"249",1507,1945,372040,13540,64,"13540_64_66","Northeastern Interior Pine Barrens","Conifer",77,31,12,8,10,24,66,"I-B",255,196,82,1,0.768627,0.321569,82740,0
"250",1515,1953,276217,13890,64,"13890_64_66","Acadian-Appalachian Subalpine Woodland and Heath-Krummholz","Shrubland",3351,1795,4331,916,27,51,22,"V-B",150,255,231,0.588235,1,0.905882,61429,0
"251",1516,1954,1129,14000,64,"14000_64","Central Appalachian Alkaline Glade and Woodland","Savanna",5,19,1604,4,78,21,1,"II-A",255,153,229,1,0.6,0.898039,251,0
"252",1517,1955,13517,14090,64,"14090_50_64","Great Lakes Alvar","Conifer",439,3247,-9999,387,88,12,-9999,"V-A",227,235,117,0.890196,0.921569,0.458824,3006,0
"253",1521,1959,270732,14770,64,"14770_63_64_65_66","Boreal Acidic Peatland Systems","Riparian",935,-9999,170,144,15,-9999,85,"III-B",106,0,138,0.415686,0,0.541176,60209,0
"254",1522,1960,448215,14790,64,"14790_60_61_63_64_65_66","Central Interior and Appalachian Swamp Systems","Riparian",1011,-9999,1353,578,57,-9999,43,"V-B",207,61,255,0.811765,0.239216,1,99681,0
