"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"11620_31_39_40_A","11620_31_39_40","A",14,"Western Great Plains Floodplain Systems","Early1:ALL","Early1","ALL",305,625,139,19,68,49
"11620_31_39_40_B","11620_31_39_40","B",28,"Western Great Plains Floodplain Systems","Mid1:CLS","Mid1","CLS",85,625,139,39,19,14
"11620_31_39_40_C","11620_31_39_40","C",36,"Western Great Plains Floodplain Systems","Late1:CLS","Late1","CLS",NA,625,139,50,NA,NA
"11620_31_39_40_D","11620_31_39_40","D",11,"Western Great Plains Floodplain Systems","Late2:CLS","Late2","CLS",5,625,139,15,1,1
"11620_31_39_40_E","11620_31_39_40","E",11,"Western Great Plains Floodplain Systems","Late3:CLS","Late3","CLS",NA,625,139,15,NA,NA
"11620_31_39_40_Agriculture","11620_31_39_40","Agriculture",0,"Western Great Plains Floodplain Systems",NA,NA,NA,210,625,139,0,47,34
"11620_31_39_40_Urban","11620_31_39_40","Urban",0,"Western Great Plains Floodplain Systems",NA,NA,NA,7,625,139,0,2,1
"11620_31_39_40_Water","11620_31_39_40","Water",0,"Western Great Plains Floodplain Systems",NA,NA,NA,NA,625,139,0,NA,NA
"11620_31_39_40_UN","11620_31_39_40","UN",0,"Western Great Plains Floodplain Systems",NA,NA,NA,NA,625,139,0,NA,NA
"11620_31_39_40_UE","11620_31_39_40","UE",0,"Western Great Plains Floodplain Systems",NA,NA,NA,13,625,139,0,3,2
"13010_40_A","13010_40","A",32,"Boreal Aspen-Birch Forest","Early1:ALL","Early1","ALL",27000,366877,81591,26109,6005,7
"13010_40_B","13010_40","B",29,"Boreal Aspen-Birch Forest","Mid1:CLS","Mid1","CLS",142644,366877,81591,23662,31723,39
"13010_40_C","13010_40","C",18,"Boreal Aspen-Birch Forest","Late1:CLS","Late1","CLS",79904,366877,81591,14686,17770,22
"13010_40_D","13010_40","D",21,"Boreal Aspen-Birch Forest","Late2:CLS","Late2","CLS",9961,366877,81591,17134,2215,3
"13010_40_E","13010_40","E",NA,"Boreal Aspen-Birch Forest",NA,NA,NA,NA,366877,81591,NA,NA,NA
"13010_40_Agriculture","13010_40","Agriculture",0,"Boreal Aspen-Birch Forest",NA,NA,NA,92719,366877,81591,0,20620,25
"13010_40_Urban","13010_40","Urban",0,"Boreal Aspen-Birch Forest",NA,NA,NA,6999,366877,81591,0,1557,2
"13010_40_Water","13010_40","Water",0,"Boreal Aspen-Birch Forest",NA,NA,NA,NA,366877,81591,0,NA,NA
"13010_40_UN","13010_40","UN",0,"Boreal Aspen-Birch Forest",NA,NA,NA,NA,366877,81591,0,NA,NA
"13010_40_UE","13010_40","UE",0,"Boreal Aspen-Birch Forest",NA,NA,NA,7650,366877,81591,0,1701,2
"13020_40_A","13020_40","A",2,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",NA,60154761,13378088,267562,NA,NA
"13020_40_B","13020_40","B",4,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",4,60154761,13378088,535124,1,0
"13020_40_C","13020_40","C",14,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",NA,60154761,13378088,1872932,NA,NA
"13020_40_D","13020_40","D",78,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",NA,60154761,13378088,10434909,NA,NA
"13020_40_E","13020_40","E",2,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",106,60154761,13378088,267562,24,0
"13020_40_Agriculture","13020_40","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,413,60154761,13378088,0,92,0
"13020_40_Urban","13020_40","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,26,60154761,13378088,0,6,0
"13020_40_Water","13020_40","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,60154761,13378088,0,NA,NA
"13020_40_UN","13020_40","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,260,60154761,13378088,0,58,0
"13020_40_UE","13020_40","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,93,60154761,13378088,0,21,0
"13020_63_A","13020_63","A",2,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",75082,60154761,13378088,267562,16698,0
"13020_63_B","13020_63","B",4,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",680985,60154761,13378088,535124,151447,1
"13020_63_C","13020_63","C",14,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",4134836,60154761,13378088,1872932,919565,7
"13020_63_D","13020_63","D",76,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",1246,60154761,13378088,10167347,277,0
"13020_63_E","13020_63","E",4,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",7241701,60154761,13378088,535124,1610514,12
"13020_63_Agriculture","13020_63","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,11623212,60154761,13378088,0,2584938,19
"13020_63_Urban","13020_63","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,3841094,60154761,13378088,0,854238,6
"13020_63_Water","13020_63","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,60154761,13378088,0,NA,NA
"13020_63_UN","13020_63","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,2278878,60154761,13378088,0,506810,4
"13020_63_UE","13020_63","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,3961622,60154761,13378088,0,881043,7
"13020_64_A","13020_64","A",2,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",62848,60154761,13378088,267562,13977,0
"13020_64_B","13020_64","B",4,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",678169,60154761,13378088,535124,150821,1
"13020_64_C","13020_64","C",14,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",4548809,60154761,13378088,1872932,1011630,8
"13020_64_D","13020_64","D",76,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",17970,60154761,13378088,10167347,3996,0
"13020_64_E","13020_64","E",4,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",9963606,60154761,13378088,535124,2215851,17
"13020_64_Agriculture","13020_64","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,4024880,60154761,13378088,0,895111,7
"13020_64_Urban","13020_64","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,1482572,60154761,13378088,0,329716,2
"13020_64_Water","13020_64","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,60154761,13378088,0,NA,NA
"13020_64_UN","13020_64","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,3045464,60154761,13378088,0,677294,5
"13020_64_UE","13020_64","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,1602416,60154761,13378088,0,356369,3
"13020_65_66_A","13020_65_66","A",4,"Laurentian-Acadian Northern Hardwoods Forest","Early1:ALL","Early1","ALL",1423,60154761,13378088,535124,316,0
"13020_65_66_B","13020_65_66","B",5,"Laurentian-Acadian Northern Hardwoods Forest","Early2:ALL","Early2","ALL",18408,60154761,13378088,668904,4094,0
"13020_65_66_C","13020_65_66","C",18,"Laurentian-Acadian Northern Hardwoods Forest","Mid1:CLS","Mid1","CLS",192960,60154761,13378088,2408056,42913,0
"13020_65_66_D","13020_65_66","D",66,"Laurentian-Acadian Northern Hardwoods Forest","Late1:CLS","Late1","CLS",38,60154761,13378088,8829538,8,0
"13020_65_66_E","13020_65_66","E",7,"Laurentian-Acadian Northern Hardwoods Forest","Mid2:CLS","Mid2","CLS",325604,60154761,13378088,936466,72413,1
"13020_65_66_Agriculture","13020_65_66","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,151897,60154761,13378088,0,33781,0
"13020_65_66_Urban","13020_65_66","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,95415,60154761,13378088,0,21220,0
"13020_65_66_Water","13020_65_66","Water",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,NA,60154761,13378088,0,NA,NA
"13020_65_66_UN","13020_65_66","UN",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,73803,60154761,13378088,0,16413,0
"13020_65_66_UE","13020_65_66","UE",0,"Laurentian-Acadian Northern Hardwoods Forest",NA,NA,NA,28921,60154761,13378088,0,6432,0
"13022_41_50_51_A","13022_41_50_51","A",2,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Early1:ALL","Early1","ALL",2614,88113759,19596015,391920,581,0
"13022_41_50_51_B","13022_41_50_51","B",4,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Early2:ALL","Early2","ALL",584167,88113759,19596015,783841,129916,1
"13022_41_50_51_C","13022_41_50_51","C",14,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Mid1:CLS","Mid1","CLS",8007804,88113759,19596015,2743442,1780892,9
"13022_41_50_51_D","13022_41_50_51","D",76,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Late1:CLS","Late1","CLS",NA,88113759,19596015,14892972,NA,NA
"13022_41_50_51_E","13022_41_50_51","E",4,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock","Mid2:CLS","Mid2","CLS",35488059,88113759,19596015,783841,7892349,40
"13022_41_50_51_Agriculture","13022_41_50_51","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,21890221,88113759,19596015,0,4868265,25
"13022_41_50_51_Urban","13022_41_50_51","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,6708614,88113759,19596015,0,1491959,8
"13022_41_50_51_Water","13022_41_50_51","Water",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,NA,88113759,19596015,0,NA,NA
"13022_41_50_51_UN","13022_41_50_51","UN",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,10896772,88113759,19596015,0,2423382,12
"13022_41_50_51_UE","13022_41_50_51","UE",0,"Laurentian-Acadian Northern Hardwoods Forest - Hemlock",NA,NA,NA,4535508,88113759,19596015,0,1008672,5
"13023_51_A","13023_51","A",4,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Early1:ALL","Early1","ALL",4,457845,101822,4073,1,0
"13023_51_B","13023_51","B",7,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Early2:ALL","Early2","ALL",9706,457845,101822,7128,2159,2
"13023_51_C","13023_51","C",16,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Mid1:CLS","Mid1","CLS",165116,457845,101822,16292,36721,36
"13023_51_D","13023_51","D",69,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Late1:CLS","Late1","CLS",NA,457845,101822,70257,NA,NA
"13023_51_E","13023_51","E",4,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood","Mid2:CLS","Mid2","CLS",209282,457845,101822,4073,46543,46
"13023_51_Agriculture","13023_51","Agriculture",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,14037,457845,101822,0,3122,3
"13023_51_Urban","13023_51","Urban",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,16881,457845,101822,0,3754,4
"13023_51_Water","13023_51","Water",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,NA,457845,101822,0,NA,NA
"13023_51_UN","13023_51","UN",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,32216,457845,101822,0,7165,7
"13023_51_UE","13023_51","UE",0,"Laurentian-Acadian Northern Hardwoods Forest - Northern Sugar Maple-Basswood",NA,NA,NA,10603,457845,101822,0,2358,2
"13030_60_A","13030_60","A",21,"Northeastern Interior Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",4316,78537085,17466216,3667905,960,0
"13030_60_B","13030_60","B",34,"Northeastern Interior Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",844,78537085,17466216,5938513,188,0
"13030_60_C","13030_60","C",30,"Northeastern Interior Dry-Mesic Oak Forest","Mid2:OPN","Mid2","OPN",118231,78537085,17466216,5239865,26294,0
"13030_60_D","13030_60","D",10,"Northeastern Interior Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",822975,78537085,17466216,1746622,183025,1
"13030_60_E","13030_60","E",5,"Northeastern Interior Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",729693,78537085,17466216,873311,162280,1
"13030_60_Agriculture","13030_60","Agriculture",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,3071670,78537085,17466216,0,683123,4
"13030_60_Urban","13030_60","Urban",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,3064921,78537085,17466216,0,681622,4
"13030_60_Water","13030_60","Water",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,78537085,17466216,0,NA,NA
"13030_60_UN","13030_60","UN",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,1414,78537085,17466216,0,314,0
"13030_60_UE","13030_60","UE",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,1089626,78537085,17466216,0,242327,1
"13030_61_63_64_65_66_A","13030_61_63_64_65_66","A",4,"Northeastern Interior Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",31802,78537085,17466216,698649,7073,0
"13030_61_63_64_65_66_B","13030_61_63_64_65_66","B",22,"Northeastern Interior Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",1571,78537085,17466216,3842567,349,0
"13030_61_63_64_65_66_C","13030_61_63_64_65_66","C",49,"Northeastern Interior Dry-Mesic Oak Forest","Mid2:OPN","Mid2","OPN",1843569,78537085,17466216,8558446,410000,2
"13030_61_63_64_65_66_D","13030_61_63_64_65_66","D",18,"Northeastern Interior Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",10035583,78537085,17466216,3143919,2231858,13
"13030_61_63_64_65_66_E","13030_61_63_64_65_66","E",7,"Northeastern Interior Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",7212730,78537085,17466216,1222635,1604071,9
"13030_61_63_64_65_66_Agriculture","13030_61_63_64_65_66","Agriculture",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,8538729,78537085,17466216,0,1898966,11
"13030_61_63_64_65_66_Urban","13030_61_63_64_65_66","Urban",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,4970744,78537085,17466216,0,1105466,6
"13030_61_63_64_65_66_Water","13030_61_63_64_65_66","Water",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,78537085,17466216,0,NA,NA
"13030_61_63_64_65_66_UN","13030_61_63_64_65_66","UN",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,6345,78537085,17466216,0,1411,0
"13030_61_63_64_65_66_UE","13030_61_63_64_65_66","UE",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,3726548,78537085,17466216,0,828764,5
"13030_62_A","13030_62","A",4,"Northeastern Interior Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",19471,78537085,17466216,698649,4330,0
"13030_62_B","13030_62","B",15,"Northeastern Interior Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",3509,78537085,17466216,2619932,780,0
"13030_62_C","13030_62","C",57,"Northeastern Interior Dry-Mesic Oak Forest","Mid2:OPN","Mid2","OPN",2522130,78537085,17466216,9955743,560908,3
"13030_62_D","13030_62","D",21,"Northeastern Interior Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",9071517,78537085,17466216,3667905,2017455,12
"13030_62_E","13030_62","E",3,"Northeastern Interior Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",2388224,78537085,17466216,523986,531128,3
"13030_62_Agriculture","13030_62","Agriculture",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,10226024,78537085,17466216,0,2274211,13
"13030_62_Urban","13030_62","Urban",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,6125606,78537085,17466216,0,1362301,8
"13030_62_Water","13030_62","Water",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,NA,78537085,17466216,0,NA,NA
"13030_62_UN","13030_62","UN",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,26834,78537085,17466216,0,5968,0
"13030_62_UE","13030_62","UE",0,"Northeastern Interior Dry-Mesic Oak Forest",NA,NA,NA,2882459,78537085,17466216,0,641043,4
"13040_32_43_44_49_A","13040_32_43_44_49","A",7,"Ozark-Ouachita Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",3579,440578,97982,6859,796,1
"13040_32_43_44_49_B","13040_32_43_44_49","B",21,"Ozark-Ouachita Dry-Mesic Oak Forest","Mid1:CLS","Mid1","CLS",5,440578,97982,20576,1,0
"13040_32_43_44_49_C","13040_32_43_44_49","C",22,"Ozark-Ouachita Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",104,440578,97982,21556,23,0
"13040_32_43_44_49_D","13040_32_43_44_49","D",33,"Ozark-Ouachita Dry-Mesic Oak Forest","Late1:OPN","Late1","OPN",35226,440578,97982,32334,7834,8
"13040_32_43_44_49_E","13040_32_43_44_49","E",17,"Ozark-Ouachita Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",178663,440578,97982,16657,39734,41
"13040_32_43_44_49_Agriculture","13040_32_43_44_49","Agriculture",0,"Ozark-Ouachita Dry-Mesic Oak Forest",NA,NA,NA,141519,440578,97982,0,31473,32
"13040_32_43_44_49_Urban","13040_32_43_44_49","Urban",0,"Ozark-Ouachita Dry-Mesic Oak Forest",NA,NA,NA,50069,440578,97982,0,11135,11
"13040_32_43_44_49_Water","13040_32_43_44_49","Water",0,"Ozark-Ouachita Dry-Mesic Oak Forest",NA,NA,NA,NA,440578,97982,0,NA,NA
"13040_32_43_44_49_UN","13040_32_43_44_49","UN",0,"Ozark-Ouachita Dry-Mesic Oak Forest",NA,NA,NA,NA,440578,97982,0,NA,NA
"13040_32_43_44_49_UE","13040_32_43_44_49","UE",0,"Ozark-Ouachita Dry-Mesic Oak Forest",NA,NA,NA,31413,440578,97982,0,6986,7
"13050_47_48_A","13050_47_48","A",39,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",9996,9568395,2127958,829904,2223,0
"13050_47_48_B","13050_47_48","B",2,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Mid1:CLS","Mid1","CLS",144,9568395,2127958,42559,32,0
"13050_47_48_C","13050_47_48","C",36,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",3988480,9568395,2127958,766065,887016,42
"13050_47_48_D","13050_47_48","D",20,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",1156,9568395,2127958,425592,257,0
"13050_47_48_E","13050_47_48","E",3,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",60830,9568395,2127958,63839,13528,1
"13050_47_48_Agriculture","13050_47_48","Agriculture",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,2877435,9568395,2127958,0,639926,30
"13050_47_48_Urban","13050_47_48","Urban",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,1023559,9568395,2127958,0,227634,11
"13050_47_48_Water","13050_47_48","Water",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,NA,9568395,2127958,0,NA,NA
"13050_47_48_UN","13050_47_48","UN",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,NA,9568395,2127958,0,NA,NA
"13050_47_48_UE","13050_47_48","UE",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,771392,9568395,2127958,0,171553,8
"13050_49_A","13050_49","A",4,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",1444,9568395,2127958,85118,321,0
"13050_49_B","13050_49","B",10,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",3,9568395,2127958,212796,1,0
"13050_49_C","13050_49","C",49,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late1:OPN","Late1","OPN",15732,9568395,2127958,1042700,3499,0
"13050_49_D","13050_49","D",35,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",332830,9568395,2127958,744785,74020,3
"13050_49_E","13050_49","E",2,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late3:CLS","Late3","CLS",316,9568395,2127958,42559,70,0
"13050_49_Agriculture","13050_49","Agriculture",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,205393,9568395,2127958,0,45678,2
"13050_49_Urban","13050_49","Urban",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,46620,9568395,2127958,0,10368,0
"13050_49_Water","13050_49","Water",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,NA,9568395,2127958,0,NA,NA
"13050_49_UN","13050_49","UN",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,61697,9568395,2127958,0,13721,1
"13050_49_UE","13050_49","UE",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,124122,9568395,2127958,0,27604,1
"13050_53_A","13050_53","A",59,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Early1:ALL","Early1","ALL",3,9568395,2127958,1255495,1,0
"13050_53_B","13050_53","B",6,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Mid1:CLS","Mid1","CLS",3,9568395,2127958,127678,1,0
"13050_53_C","13050_53","C",27,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Mid1:OPN","Mid1","OPN",2715,9568395,2127958,574549,604,0
"13050_53_D","13050_53","D",5,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late1:CLS","Late1","CLS",9559,9568395,2127958,106398,2126,0
"13050_53_E","13050_53","E",3,"Southern Interior Low Plateau Dry-Mesic Oak Forest","Late2:CLS","Late2","CLS",1865,9568395,2127958,63839,415,0
"13050_53_Agriculture","13050_53","Agriculture",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,19882,9568395,2127958,0,4422,0
"13050_53_Urban","13050_53","Urban",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,10673,9568395,2127958,0,2374,0
"13050_53_Water","13050_53","Water",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,NA,9568395,2127958,0,NA,NA
"13050_53_UN","13050_53","UN",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,58,9568395,2127958,0,13,0
"13050_53_UE","13050_53","UE",0,"Southern Interior Low Plateau Dry-Mesic Oak Forest",NA,NA,NA,2488,9568395,2127958,0,553,0
"13060_47_48_A","13060_47_48","A",6,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Early1:ALL","Early1","ALL",NA,115,26,2,NA,NA
"13060_47_48_B","13060_47_48","B",16,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Mid1:CLS","Mid1","CLS",NA,115,26,4,NA,NA
"13060_47_48_C","13060_47_48","C",27,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Mid1:OPN","Mid1","OPN",NA,115,26,7,NA,NA
"13060_47_48_D","13060_47_48","D",33,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Late1:OPN","Late1","OPN",6,115,26,8,1,5
"13060_47_48_E","13060_47_48","E",18,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland","Late1:CLS","Late1","CLS",NA,115,26,5,NA,NA
"13060_47_48_Agriculture","13060_47_48","Agriculture",0,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",NA,NA,NA,12,115,26,0,3,10
"13060_47_48_Urban","13060_47_48","Urban",0,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",NA,NA,NA,82,115,26,0,18,71
"13060_47_48_Water","13060_47_48","Water",0,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",NA,NA,NA,NA,115,26,0,NA,NA
"13060_47_48_UN","13060_47_48","UN",0,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",NA,NA,NA,NA,115,26,0,NA,NA
"13060_47_48_UE","13060_47_48","UE",0,"East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland",NA,NA,NA,15,115,26,0,3,13
"13100_38_42_43_A","13100_38_42_43","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",30746,109833591,24426387,732792,6838,0
"13100_38_42_43_B","13100_38_42_43","B",12,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",192,109833591,24426387,2931166,43,0
"13100_38_42_43_C","13100_38_42_43","C",20,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",339707,109833591,24426387,4885277,75549,0
"13100_38_42_43_D","13100_38_42_43","D",56,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",977521,109833591,24426387,13678776,217395,1
"13100_38_42_43_E","13100_38_42_43","E",9,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late1:CLS","Late1","CLS",5142,109833591,24426387,2198375,1144,0
"13100_38_42_43_Agriculture","13100_38_42_43","Agriculture",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,6628611,109833591,24426387,0,1474167,6
"13100_38_42_43_Urban","13100_38_42_43","Urban",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,689768,109833591,24426387,0,153401,1
"13100_38_42_43_Water","13100_38_42_43","Water",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,NA,109833591,24426387,0,NA,NA
"13100_38_42_43_UN","13100_38_42_43","UN",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,1243,109833591,24426387,0,276,0
"13100_38_42_43_UE","13100_38_42_43","UE",0,"North-Central Interior Dry-Mesic Oak Forest and Woodland",NA,NA,NA,329684,109833591,24426387,0,73320,0
"13100_39_A","13100_39","A",3,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Early1:ALL","Early1","ALL",18190,109833591,24426387,732792,4045,0
"13100_39_B","13100_39","B",14,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid1:OPN","Mid1","OPN",336,109833591,24426387,3419694,75,0
"13100_39_C","13100_39","C",35,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid2:OPN","Mid2","OPN",15370,109833591,24426387,8549235,3418,0
"13100_39_D","13100_39","D",42,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Mid3:CLS","Mid3","CLS",76100,109833591,24426387,10259082,16924,0
"13100_39_E","13100_39","E",6,"North-Central Interior Dry-Mesic Oak Forest and Woodland","Late2:CLS","Late2","CLS",30,109833591,24426387,1465583,7,0
