"join_field","model_code","ref_label","ref_percent","bps_name","state_class_id","age_category","canopy_category","cur_scls_count","bps_count","bps_acres","ref_scls_acres","cur_scls_acres","cur_percent"
"14720_53_54_57_59_60_B","14720_53_54_57_59_60","B",23,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",194596,21334465,4744668,1091274,43277,1
"14720_53_54_57_59_60_C","14720_53_54_57_59_60","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",119899,21334465,4744668,616807,26665,1
"14720_53_54_57_59_60_D","14720_53_54_57_59_60","D",38,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",160,21334465,4744668,1802974,36,0
"14720_53_54_57_59_60_E","14720_53_54_57_59_60","E",9,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",15276,21334465,4744668,427020,3397,0
"14720_53_54_57_59_60_Agriculture","14720_53_54_57_59_60","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,117689,21334465,4744668,0,26173,1
"14720_53_54_57_59_60_Urban","14720_53_54_57_59_60","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,91542,21334465,4744668,0,20358,0
"14720_53_54_57_59_60_Water","14720_53_54_57_59_60","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_53_54_57_59_60_UN","14720_53_54_57_59_60","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_53_54_57_59_60_UE","14720_53_54_57_59_60","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,35132,21334465,4744668,0,7813,0
"14720_61_62_63_A","14720_61_62_63","A",16,"Central Interior and Appalachian Riparian Systems","Early1:ALL","Early1","ALL",360741,21334465,4744668,759147,80227,2
"14720_61_62_63_B","14720_61_62_63","B",22,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",3608886,21334465,4744668,1043827,802596,17
"14720_61_62_63_C","14720_61_62_63","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",2793165,21334465,4744668,616807,621185,13
"14720_61_62_63_D","14720_61_62_63","D",39,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",1930,21334465,4744668,1850420,429,0
"14720_61_62_63_E","14720_61_62_63","E",10,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",71540,21334465,4744668,474467,15910,0
"14720_61_62_63_Agriculture","14720_61_62_63","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,2970003,21334465,4744668,0,660512,14
"14720_61_62_63_Urban","14720_61_62_63","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,1942282,21334465,4744668,0,431953,9
"14720_61_62_63_Water","14720_61_62_63","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_61_62_63_UN","14720_61_62_63","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_61_62_63_UE","14720_61_62_63","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,1337618,21334465,4744668,0,297479,6
"14720_64_65_66_A","14720_64_65_66","A",16,"Central Interior and Appalachian Riparian Systems","Early1:ALL","Early1","ALL",483786,21334465,4744668,759147,107591,2
"14720_64_65_66_B","14720_64_65_66","B",22,"Central Interior and Appalachian Riparian Systems","Mid1:CLS","Mid1","CLS",1645622,21334465,4744668,1043827,365977,8
"14720_64_65_66_C","14720_64_65_66","C",13,"Central Interior and Appalachian Riparian Systems","Mid1:OPN","Mid1","OPN",1282569,21334465,4744668,616807,285236,6
"14720_64_65_66_D","14720_64_65_66","D",40,"Central Interior and Appalachian Riparian Systems","Late1:OPN","Late1","OPN",196,21334465,4744668,1897867,44,0
"14720_64_65_66_E","14720_64_65_66","E",9,"Central Interior and Appalachian Riparian Systems","Late1:CLS","Late1","CLS",11565,21334465,4744668,427020,2572,0
"14720_64_65_66_Agriculture","14720_64_65_66","Agriculture",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,580402,21334465,4744668,0,129078,3
"14720_64_65_66_Urban","14720_64_65_66","Urban",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,400270,21334465,4744668,0,89018,2
"14720_64_65_66_Water","14720_64_65_66","Water",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_64_65_66_UN","14720_64_65_66","UN",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,NA,21334465,4744668,0,NA,NA
"14720_64_65_66_UE","14720_64_65_66","UE",0,"Central Interior and Appalachian Riparian Systems",NA,NA,NA,458059,21334465,4744668,0,101870,2
"14730_45_46_47_98_99_A","14730_45_46_47_98_99","A",22,"Gulf and Atlantic Coastal Plain Floodplain Systems","Early1:ALL","Early1","ALL",171,68197,15167,3337,38,0
"14730_45_46_47_98_99_B","14730_45_46_47_98_99","B",31,"Gulf and Atlantic Coastal Plain Floodplain Systems","Mid1:CLS","Mid1","CLS",759,68197,15167,4702,169,1
"14730_45_46_47_98_99_C","14730_45_46_47_98_99","C",27,"Gulf and Atlantic Coastal Plain Floodplain Systems","Late1:CLS","Late1","CLS",25,68197,15167,4095,6,0
"14730_45_46_47_98_99_D","14730_45_46_47_98_99","D",20,"Gulf and Atlantic Coastal Plain Floodplain Systems","Late1:OPN","Late1","OPN",215,68197,15167,3033,48,0
"14730_45_46_47_98_99_E","14730_45_46_47_98_99","E",NA,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,NA,NA,NA
"14730_45_46_47_98_99_Agriculture","14730_45_46_47_98_99","Agriculture",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,3797,68197,15167,0,844,6
"14730_45_46_47_98_99_Urban","14730_45_46_47_98_99","Urban",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,85,68197,15167,0,19,0
"14730_45_46_47_98_99_Water","14730_45_46_47_98_99","Water",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,0,NA,NA
"14730_45_46_47_98_99_UN","14730_45_46_47_98_99","UN",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,0,NA,NA
"14730_45_46_47_98_99_UE","14730_45_46_47_98_99","UE",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,897,68197,15167,0,199,1
"14730_55_58_60_A","14730_55_58_60","A",22,"Gulf and Atlantic Coastal Plain Floodplain Systems","Early1:ALL","Early1","ALL",589,68197,15167,3337,131,1
"14730_55_58_60_B","14730_55_58_60","B",31,"Gulf and Atlantic Coastal Plain Floodplain Systems","Mid1:CLS","Mid1","CLS",18368,68197,15167,4702,4085,27
"14730_55_58_60_C","14730_55_58_60","C",26,"Gulf and Atlantic Coastal Plain Floodplain Systems","Late1:CLS","Late1","CLS",3395,68197,15167,3943,755,5
"14730_55_58_60_D","14730_55_58_60","D",21,"Gulf and Atlantic Coastal Plain Floodplain Systems","Late1:OPN","Late1","OPN",14712,68197,15167,3185,3272,22
"14730_55_58_60_E","14730_55_58_60","E",NA,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,NA,NA,NA
"14730_55_58_60_Agriculture","14730_55_58_60","Agriculture",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,3621,68197,15167,0,805,5
"14730_55_58_60_Urban","14730_55_58_60","Urban",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,6081,68197,15167,0,1352,9
"14730_55_58_60_Water","14730_55_58_60","Water",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,0,NA,NA
"14730_55_58_60_UN","14730_55_58_60","UN",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,NA,68197,15167,0,NA,NA
"14730_55_58_60_UE","14730_55_58_60","UE",0,"Gulf and Atlantic Coastal Plain Floodplain Systems",NA,NA,NA,15482,68197,15167,0,3443,23
"14740_46_47_48_55_56_58_60_99_A","14740_46_47_48_55_56_58_60_99","A",16,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Early1:ALL","Early1","ALL",780,18159,4038,646,173,4
"14740_46_47_48_55_56_58_60_99_B","14740_46_47_48_55_56_58_60_99","B",23,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Mid1:CLS","Mid1","CLS",1227,18159,4038,929,273,7
"14740_46_47_48_55_56_58_60_99_C","14740_46_47_48_55_56_58_60_99","C",4,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Mid1:OPN","Mid1","OPN",1251,18159,4038,162,278,7
"14740_46_47_48_55_56_58_60_99_D","14740_46_47_48_55_56_58_60_99","D",24,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Late1:OPN","Late1","OPN",NA,18159,4038,969,NA,NA
"14740_46_47_48_55_56_58_60_99_E","14740_46_47_48_55_56_58_60_99","E",33,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems","Late1:CLS","Late1","CLS",12,18159,4038,1333,3,0
"14740_46_47_48_55_56_58_60_99_Agriculture","14740_46_47_48_55_56_58_60_99","Agriculture",0,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",NA,NA,NA,195,18159,4038,0,43,1
"14740_46_47_48_55_56_58_60_99_Urban","14740_46_47_48_55_56_58_60_99","Urban",0,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",NA,NA,NA,11817,18159,4038,0,2628,65
"14740_46_47_48_55_56_58_60_99_Water","14740_46_47_48_55_56_58_60_99","Water",0,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",NA,NA,NA,NA,18159,4038,0,NA,NA
"14740_46_47_48_55_56_58_60_99_UN","14740_46_47_48_55_56_58_60_99","UN",0,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",NA,NA,NA,NA,18159,4038,0,NA,NA
"14740_46_47_48_55_56_58_60_99_UE","14740_46_47_48_55_56_58_60_99","UE",0,"Gulf and Atlantic Coastal Plain Small Stream Riparian Systems",NA,NA,NA,2877,18159,4038,0,640,16
"14750_41_50_51_63_64_65_66_A","14750_41_50_51_63_64_65_66","A",16,"Laurentian-Acadian Floodplain Systems","Early1:ALL","Early1","ALL",886,10805894,2403171,384507,197,0
"14750_41_50_51_63_64_65_66_B","14750_41_50_51_63_64_65_66","B",23,"Laurentian-Acadian Floodplain Systems","Mid1:OPN","Mid1","OPN",657180,10805894,2403171,552729,146153,6
"14750_41_50_51_63_64_65_66_C","14750_41_50_51_63_64_65_66","C",44,"Laurentian-Acadian Floodplain Systems","Mid1:CLS","Mid1","CLS",3307034,10805894,2403171,1057395,735466,31
"14750_41_50_51_63_64_65_66_D","14750_41_50_51_63_64_65_66","D",17,"Laurentian-Acadian Floodplain Systems","Late1:CLS","Late1","CLS",3451,10805894,2403171,408539,767,0
"14750_41_50_51_63_64_65_66_E","14750_41_50_51_63_64_65_66","E",NA,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,NA,10805894,2403171,NA,NA,NA
"14750_41_50_51_63_64_65_66_Agriculture","14750_41_50_51_63_64_65_66","Agriculture",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,1520337,10805894,2403171,0,338115,14
"14750_41_50_51_63_64_65_66_Urban","14750_41_50_51_63_64_65_66","Urban",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,572918,10805894,2403171,0,127414,5
"14750_41_50_51_63_64_65_66_Water","14750_41_50_51_63_64_65_66","Water",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,NA,10805894,2403171,0,NA,NA
"14750_41_50_51_63_64_65_66_UN","14750_41_50_51_63_64_65_66","UN",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,4105317,10805894,2403171,0,913000,38
"14750_41_50_51_63_64_65_66_UE","14750_41_50_51_63_64_65_66","UE",0,"Laurentian-Acadian Floodplain Systems",NA,NA,NA,638771,10805894,2403171,0,142059,6
"14770_40_41_50_51_A","14770_40_41_50_51","A",14,"Boreal Acidic Peatland Systems","Early1:ALL","Early1","ALL",2349420,38525374,8567831,1199496,522498,6
"14770_40_41_50_51_B","14770_40_41_50_51","B",16,"Boreal Acidic Peatland Systems","Mid1:OPN","Mid1","OPN",2921802,38525374,8567831,1370853,649793,8
"14770_40_41_50_51_C","14770_40_41_50_51","C",38,"Boreal Acidic Peatland Systems","Late1:CLS","Late1","CLS",11044062,38525374,8567831,3255776,2456139,29
"14770_40_41_50_51_D","14770_40_41_50_51","D",23,"Boreal Acidic Peatland Systems","Late2:ALL","Late2","ALL",18303685,38525374,8567831,1970601,4070639,48
"14770_40_41_50_51_E","14770_40_41_50_51","E",9,"Boreal Acidic Peatland Systems","Late3:OPN","Late3","OPN",11216,38525374,8567831,771105,2494,0
"14770_40_41_50_51_Agriculture","14770_40_41_50_51","Agriculture",0,"Boreal Acidic Peatland Systems",NA,NA,NA,1193638,38525374,8567831,0,265459,3
"14770_40_41_50_51_Urban","14770_40_41_50_51","Urban",0,"Boreal Acidic Peatland Systems",NA,NA,NA,492905,38525374,8567831,0,109619,1
"14770_40_41_50_51_Water","14770_40_41_50_51","Water",0,"Boreal Acidic Peatland Systems",NA,NA,NA,NA,38525374,8567831,0,NA,NA
"14770_40_41_50_51_UN","14770_40_41_50_51","UN",0,"Boreal Acidic Peatland Systems",NA,NA,NA,1183352,38525374,8567831,0,263171,3
"14770_40_41_50_51_UE","14770_40_41_50_51","UE",0,"Boreal Acidic Peatland Systems",NA,NA,NA,678252,38525374,8567831,0,150840,2
"14770_63_64_65_66_A","14770_63_64_65_66","A",13,"Boreal Acidic Peatland Systems","Early1:ALL","Early1","ALL",9567,38525374,8567831,1113818,2128,0
"14770_63_64_65_66_B","14770_63_64_65_66","B",16,"Boreal Acidic Peatland Systems","Mid1:OPN","Mid1","OPN",6675,38525374,8567831,1370853,1484,0
"14770_63_64_65_66_C","14770_63_64_65_66","C",39,"Boreal Acidic Peatland Systems","Late1:CLS","Late1","CLS",34222,38525374,8567831,3341454,7611,0
"14770_63_64_65_66_D","14770_63_64_65_66","D",25,"Boreal Acidic Peatland Systems","Late2:ALL","Late2","ALL",138757,38525374,8567831,2141958,30859,0
"14770_63_64_65_66_E","14770_63_64_65_66","E",7,"Boreal Acidic Peatland Systems","Late3:OPN","Late3","OPN",28,38525374,8567831,599748,6,0
"14770_63_64_65_66_Agriculture","14770_63_64_65_66","Agriculture",0,"Boreal Acidic Peatland Systems",NA,NA,NA,21046,38525374,8567831,0,4681,0
"14770_63_64_65_66_Urban","14770_63_64_65_66","Urban",0,"Boreal Acidic Peatland Systems",NA,NA,NA,15092,38525374,8567831,0,3356,0
"14770_63_64_65_66_Water","14770_63_64_65_66","Water",0,"Boreal Acidic Peatland Systems",NA,NA,NA,NA,38525374,8567831,0,NA,NA
"14770_63_64_65_66_UN","14770_63_64_65_66","UN",0,"Boreal Acidic Peatland Systems",NA,NA,NA,86458,38525374,8567831,0,19228,0
"14770_63_64_65_66_UE","14770_63_64_65_66","UE",0,"Boreal Acidic Peatland Systems",NA,NA,NA,35197,38525374,8567831,0,7828,0
"14790_41_42_47_48_50_51_53_A","14790_41_42_47_48_50_51_53","A",24,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",195627,20752701,4615287,1107669,43506,1
"14790_41_42_47_48_50_51_53_B","14790_41_42_47_48_50_51_53","B",36,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",31175,20752701,4615287,1661503,6933,0
"14790_41_42_47_48_50_51_53_C","14790_41_42_47_48_50_51_53","C",40,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",4095647,20752701,4615287,1846115,910849,20
"14790_41_42_47_48_50_51_53_D","14790_41_42_47_48_50_51_53","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_41_42_47_48_50_51_53_E","14790_41_42_47_48_50_51_53","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_41_42_47_48_50_51_53_Agriculture","14790_41_42_47_48_50_51_53","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,2027137,20752701,4615287,0,450824,10
"14790_41_42_47_48_50_51_53_Urban","14790_41_42_47_48_50_51_53","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,414973,20752701,4615287,0,92288,2
"14790_41_42_47_48_50_51_53_Water","14790_41_42_47_48_50_51_53","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,0,NA,NA
"14790_41_42_47_48_50_51_53_UN","14790_41_42_47_48_50_51_53","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,642652,20752701,4615287,0,142922,3
"14790_41_42_47_48_50_51_53_UE","14790_41_42_47_48_50_51_53","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,626408,20752701,4615287,0,139310,3
"14790_52_62_A","14790_52_62","A",15,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",7325,20752701,4615287,692293,1629,0
"14790_52_62_B","14790_52_62","B",21,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",9118,20752701,4615287,969210,2028,0
"14790_52_62_C","14790_52_62","C",64,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",479108,20752701,4615287,2953783,106551,2
"14790_52_62_D","14790_52_62","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_52_62_E","14790_52_62","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_52_62_Agriculture","14790_52_62","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,3788102,20752701,4615287,0,842453,18
"14790_52_62_Urban","14790_52_62","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,527553,20752701,4615287,0,117325,3
"14790_52_62_Water","14790_52_62","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,0,NA,NA
"14790_52_62_UN","14790_52_62","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,28655,20752701,4615287,0,6373,0
"14790_52_62_UE","14790_52_62","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,231452,20752701,4615287,0,51474,1
"14790_60_61_63_64_65_66_A","14790_60_61_63_64_65_66","A",24,"Central Interior and Appalachian Swamp Systems","Early1:ALL","Early1","ALL",1741,20752701,4615287,1107669,387,0
"14790_60_61_63_64_65_66_B","14790_60_61_63_64_65_66","B",36,"Central Interior and Appalachian Swamp Systems","Mid1:CLS","Mid1","CLS",392933,20752701,4615287,1661503,87386,2
"14790_60_61_63_64_65_66_C","14790_60_61_63_64_65_66","C",40,"Central Interior and Appalachian Swamp Systems","Late1:CLS","Late1","CLS",3202678,20752701,4615287,1846115,712258,15
"14790_60_61_63_64_65_66_D","14790_60_61_63_64_65_66","D",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_60_61_63_64_65_66_E","14790_60_61_63_64_65_66","E",NA,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,NA,NA,NA
"14790_60_61_63_64_65_66_Agriculture","14790_60_61_63_64_65_66","Agriculture",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,1794327,20752701,4615287,0,399048,9
"14790_60_61_63_64_65_66_Urban","14790_60_61_63_64_65_66","Urban",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,1111559,20752701,4615287,0,247205,5
"14790_60_61_63_64_65_66_Water","14790_60_61_63_64_65_66","Water",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,NA,20752701,4615287,0,NA,NA
"14790_60_61_63_64_65_66_UN","14790_60_61_63_64_65_66","UN",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,219510,20752701,4615287,0,48818,1
"14790_60_61_63_64_65_66_UE","14790_60_61_63_64_65_66","UE",0,"Central Interior and Appalachian Swamp Systems",NA,NA,NA,925021,20752701,4615287,0,205720,4
"14800_45_98_A","14800_45_98","A",8,"Gulf and Atlantic Coastal Plain Swamp Systems","Early1:ALL","Early1","ALL",15,239913,53355,4268,3,0
"14800_45_98_B","14800_45_98","B",29,"Gulf and Atlantic Coastal Plain Swamp Systems","Mid1:CLS","Mid1","CLS",203,239913,53355,15473,45,0
"14800_45_98_C","14800_45_98","C",19,"Gulf and Atlantic Coastal Plain Swamp Systems","Late1:OPN","Late1","OPN",68,239913,53355,10138,15,0
"14800_45_98_D","14800_45_98","D",44,"Gulf and Atlantic Coastal Plain Swamp Systems","Late1:CLS","Late1","CLS",4,239913,53355,23476,1,0
"14800_45_98_E","14800_45_98","E",NA,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,NA,NA,NA
"14800_45_98_Agriculture","14800_45_98","Agriculture",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,1471,239913,53355,0,327,1
"14800_45_98_Urban","14800_45_98","Urban",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,26,239913,53355,0,6,0
"14800_45_98_Water","14800_45_98","Water",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,0,NA,NA
"14800_45_98_UN","14800_45_98","UN",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,0,NA,NA
"14800_45_98_UE","14800_45_98","UE",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,342,239913,53355,0,76,0
"14800_46_56_58_60_64_65_66_A","14800_46_56_58_60_64_65_66","A",9,"Gulf and Atlantic Coastal Plain Swamp Systems","Early1:ALL","Early1","ALL",4963,239913,53355,4802,1104,2
"14800_46_56_58_60_64_65_66_B","14800_46_56_58_60_64_65_66","B",17,"Gulf and Atlantic Coastal Plain Swamp Systems","Mid1:CLS","Mid1","CLS",3278,239913,53355,9070,729,1
"14800_46_56_58_60_64_65_66_C","14800_46_56_58_60_64_65_66","C",74,"Gulf and Atlantic Coastal Plain Swamp Systems","Late1:CLS","Late1","CLS",33836,239913,53355,39483,7525,14
"14800_46_56_58_60_64_65_66_D","14800_46_56_58_60_64_65_66","D",NA,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,NA,NA,NA
"14800_46_56_58_60_64_65_66_E","14800_46_56_58_60_64_65_66","E",NA,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,NA,NA,NA
"14800_46_56_58_60_64_65_66_Agriculture","14800_46_56_58_60_64_65_66","Agriculture",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,10647,239913,53355,0,2368,4
"14800_46_56_58_60_64_65_66_Urban","14800_46_56_58_60_64_65_66","Urban",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,170660,239913,53355,0,37954,71
"14800_46_56_58_60_64_65_66_Water","14800_46_56_58_60_64_65_66","Water",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,NA,239913,53355,0,NA,NA
"14800_46_56_58_60_64_65_66_UN","14800_46_56_58_60_64_65_66","UN",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,814,239913,53355,0,181,0
"14800_46_56_58_60_64_65_66_UE","14800_46_56_58_60_64_65_66","UE",0,"Gulf and Atlantic Coastal Plain Swamp Systems",NA,NA,NA,13586,239913,53355,0,3021,6
"14810_41_50_51_63_A","14810_41_50_51_63","A",14,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Early1:ALL","Early1","ALL",1894357,27539294,6124588,857442,421295,7
"14810_41_50_51_63_B","14810_41_50_51_63","B",11,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Early2:CLS","Early2","CLS",728882,27539294,6124588,673705,162099,3
"14810_41_50_51_63_C","14810_41_50_51_63","C",21,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Mid1:CLS","Mid1","CLS",4247513,27539294,6124588,1286163,944624,15
"14810_41_50_51_63_D","14810_41_50_51_63","D",54,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp","Late1:CLS","Late1","CLS",19041437,27539294,6124588,3307277,4234711,69
"14810_41_50_51_63_E","14810_41_50_51_63","E",NA,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,27539294,6124588,NA,NA,NA
"14810_41_50_51_63_Agriculture","14810_41_50_51_63","Agriculture",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,762399,27539294,6124588,0,169553,3
"14810_41_50_51_63_Urban","14810_41_50_51_63","Urban",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,364460,27539294,6124588,0,81054,1
"14810_41_50_51_63_Water","14810_41_50_51_63","Water",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,27539294,6124588,0,NA,NA
"14810_41_50_51_63_UN","14810_41_50_51_63","UN",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,NA,27539294,6124588,0,NA,NA
"14810_41_50_51_63_UE","14810_41_50_51_63","UE",0,"Laurentian-Acadian Alkaline Conifer-Hardwood Swamp",NA,NA,NA,500246,27539294,6124588,0,111252,2
"14820_39_40_A","14820_39_40","A",40,"Great Plains Prairie Pothole","Early1:ALL","Early1","ALL",5382,1629471,362385,144954,1197,0
"14820_39_40_B","14820_39_40","B",60,"Great Plains Prairie Pothole","Mid1:CLS","Mid1","CLS",409560,1629471,362385,217431,91084,25
"14820_39_40_C","14820_39_40","C",NA,"Great Plains Prairie Pothole",NA,NA,NA,NA,1629471,362385,NA,NA,NA
"14820_39_40_D","14820_39_40","D",NA,"Great Plains Prairie Pothole",NA,NA,NA,NA,1629471,362385,NA,NA,NA
"14820_39_40_E","14820_39_40","E",NA,"Great Plains Prairie Pothole",NA,NA,NA,NA,1629471,362385,NA,NA,NA
"14820_39_40_Agriculture","14820_39_40","Agriculture",0,"Great Plains Prairie Pothole",NA,NA,NA,678447,1629471,362385,0,150883,42
"14820_39_40_Urban","14820_39_40","Urban",0,"Great Plains Prairie Pothole",NA,NA,NA,30995,1629471,362385,0,6893,2
"14820_39_40_Water","14820_39_40","Water",0,"Great Plains Prairie Pothole",NA,NA,NA,NA,1629471,362385,0,NA,NA
"14820_39_40_UN","14820_39_40","UN",0,"Great Plains Prairie Pothole",NA,NA,NA,76566,1629471,362385,0,17028,5
"14820_39_40_UE","14820_39_40","UE",0,"Great Plains Prairie Pothole",NA,NA,NA,428521,1629471,362385,0,95301,26
"14880_38_42_43_A","14880_38_42_43","A",100,"Eastern Great Plains Wet Meadow-Prairie-Marsh","Early1:CLS","Early1","CLS",5963,23386,5201,5201,1326,25
"14880_38_42_43_B","14880_38_42_43","B",NA,"Eastern Great Plains Wet Meadow-Prairie-Marsh",NA,NA,NA,NA,23386,5201,NA,NA,NA
"14880_38_42_43_C","14880_38_42_43","C",NA,"Eastern Great Plains Wet Meadow-Prairie-Marsh",NA,NA,NA,NA,23386,5201,NA,NA,NA
"14880_38_42_43_D","14880_38_42_43","D",NA,"Eastern Great Plains Wet Meadow-Prairie-Marsh",NA,NA,NA,NA,23386,5201,NA,NA,NA
